,N,dovar,obsvar,seed,exovarsize,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1
0,3,0,-1,1234,6,CVE,inf,inf,,,,
1,3,0,-1,1234,6,CCVE,inf,inf,,,,
2,3,0,-1,1234,6,CCALPeps,inf,inf,,,,
3,3,0,-1,2468,6,CVE,inf,inf,,,,
4,3,0,-1,2468,6,CCVE,inf,inf,,,,
5,3,0,-1,2468,6,CCALPeps,inf,inf,,,,
6,3,0,-1,3702,6,CVE,inf,inf,,,,
7,3,0,-1,3702,6,CCVE,inf,inf,,,,
8,3,0,-1,3702,6,CCALPeps,inf,inf,,,,
9,3,0,-1,4936,6,CVE,inf,inf,,,,
10,3,0,-1,4936,6,CCVE,inf,inf,,,,
11,3,0,-1,4936,6,CCALPeps,inf,inf,,,,
12,3,0,-1,6170,6,CVE,inf,inf,,,,
13,3,0,-1,6170,6,CCVE,inf,inf,,,,
14,3,0,-1,6170,6,CCALPeps,inf,inf,,,,
15,3,0,-1,7404,6,CVE,inf,inf,,,,
16,3,0,-1,7404,6,CCVE,inf,inf,,,,
17,3,0,-1,7404,6,CCALPeps,inf,inf,,,,
18,3,0,-1,8638,6,CVE,inf,inf,,,,
19,3,0,-1,8638,6,CCVE,inf,inf,,,,
20,3,0,-1,8638,6,CCALPeps,inf,inf,,,,
21,3,0,-1,9872,6,CVE,inf,inf,,,,
22,3,0,-1,9872,6,CCVE,inf,inf,,,,
23,3,0,-1,9872,6,CCALPeps,inf,inf,,,,
24,3,0,-1,11106,6,CVE,inf,inf,,,,
25,3,0,-1,11106,6,CCVE,inf,inf,,,,
26,3,0,-1,11106,6,CCALPeps,inf,inf,,,,
27,3,0,-1,12340,6,CVE,inf,inf,,,,
28,3,0,-1,12340,6,CCVE,inf,inf,,,,
29,3,0,-1,12340,6,CCALPeps,inf,inf,,,,
30,4,0,-1,1234,6,CVE,,,,,,
31,4,0,-1,1234,6,CCVE,,,,,,
32,4,0,-1,1234,6,CCALPeps,,,,,,
33,4,0,-1,2468,6,CVE,,,,,,
34,4,0,-1,2468,6,CCVE,,,,,,
35,4,0,-1,2468,6,CCALPeps,,,,,,
36,4,0,-1,3702,6,CVE,,,,,,
37,4,0,-1,3702,6,CCVE,,,,,,
38,4,0,-1,3702,6,CCALPeps,,,,,,
39,4,0,-1,4936,6,CVE,,,,,,
40,4,0,-1,4936,6,CCVE,,,,,,
41,4,0,-1,4936,6,CCALPeps,,,,,,
42,4,0,-1,6170,6,CVE,,,,,,
43,4,0,-1,6170,6,CCVE,,,,,,
44,4,0,-1,6170,6,CCALPeps,,,,,,
45,4,0,-1,7404,6,CVE,,,,,,
46,4,0,-1,7404,6,CCVE,,,,,,
47,4,0,-1,7404,6,CCALPeps,,,,,,
48,4,0,-1,8638,6,CVE,,,,,,
49,4,0,-1,8638,6,CCVE,,,,,,
50,4,0,-1,8638,6,CCALPeps,,,,,,
51,4,0,-1,9872,6,CVE,,,,,,
52,4,0,-1,9872,6,CCVE,,,,,,
53,4,0,-1,9872,6,CCALPeps,,,,,,
54,4,0,-1,11106,6,CVE,,,,,,
55,4,0,-1,11106,6,CCVE,,,,,,
56,4,0,-1,11106,6,CCALPeps,,,,,,
57,4,0,-1,12340,6,CVE,,,,,,
58,4,0,-1,12340,6,CCVE,,,,,,
59,4,0,-1,12340,6,CCALPeps,,,,,,
60,5,0,-1,1234,6,CVE,,,,,,
61,5,0,-1,1234,6,CCVE,,,,,,
62,5,0,-1,1234,6,CCALPeps,,,,,,
63,5,0,-1,2468,6,CVE,,,,,,
64,5,0,-1,2468,6,CCVE,,,,,,
65,5,0,-1,2468,6,CCALPeps,,,,,,
66,5,0,-1,3702,6,CVE,,,,,,
67,5,0,-1,3702,6,CCVE,,,,,,
68,5,0,-1,3702,6,CCALPeps,,,,,,
69,5,0,-1,4936,6,CVE,,,,,,
70,5,0,-1,4936,6,CCVE,,,,,,
71,5,0,-1,4936,6,CCALPeps,,,,,,
72,5,0,-1,6170,6,CVE,,,,,,
73,5,0,-1,6170,6,CCVE,,,,,,
74,5,0,-1,6170,6,CCALPeps,,,,,,
75,5,0,-1,7404,6,CVE,,,,,,
76,5,0,-1,7404,6,CCVE,,,,,,
77,5,0,-1,7404,6,CCALPeps,,,,,,
78,5,0,-1,8638,6,CVE,,,,,,
79,5,0,-1,8638,6,CCVE,,,,,,
80,5,0,-1,8638,6,CCALPeps,,,,,,
81,5,0,-1,9872,6,CVE,,,,,,
82,5,0,-1,9872,6,CCVE,,,,,,
83,5,0,-1,9872,6,CCALPeps,,,,,,
84,5,0,-1,11106,6,CVE,,,,,,
85,5,0,-1,11106,6,CCVE,,,,,,
86,5,0,-1,11106,6,CCALPeps,,,,,,
87,5,0,-1,12340,6,CVE,,,,,,
88,5,0,-1,12340,6,CCVE,,,,,,
89,5,0,-1,12340,6,CCALPeps,,,,,,
90,6,0,-1,1234,6,CVE,,,,,,
91,6,0,-1,1234,6,CCVE,,,,,,
92,6,0,-1,1234,6,CCALPeps,,,,,,
93,6,0,-1,2468,6,CVE,,,,,,
94,6,0,-1,2468,6,CCVE,,,,,,
95,6,0,-1,2468,6,CCALPeps,,,,,,
96,6,0,-1,3702,6,CVE,,,,,,
97,6,0,-1,3702,6,CCVE,,,,,,
98,6,0,-1,3702,6,CCALPeps,,,,,,
99,6,0,-1,4936,6,CVE,,,,,,
100,6,0,-1,4936,6,CCVE,,,,,,
101,6,0,-1,4936,6,CCALPeps,,,,,,
102,6,0,-1,6170,6,CVE,,,,,,
103,6,0,-1,6170,6,CCVE,,,,,,
104,6,0,-1,6170,6,CCALPeps,,,,,,
105,6,0,-1,7404,6,CVE,,,,,,
106,6,0,-1,7404,6,CCVE,,,,,,
107,6,0,-1,7404,6,CCALPeps,,,,,,
108,6,0,-1,8638,6,CVE,,,,,,
109,6,0,-1,8638,6,CCVE,,,,,,
110,6,0,-1,8638,6,CCALPeps,,,,,,
111,6,0,-1,9872,6,CVE,,,,,,
112,6,0,-1,9872,6,CCVE,,,,,,
113,6,0,-1,9872,6,CCALPeps,,,,,,
114,6,0,-1,11106,6,CVE,,,,,,
115,6,0,-1,11106,6,CCVE,,,,,,
116,6,0,-1,11106,6,CCALPeps,,,,,,
117,6,0,-1,12340,6,CVE,,,,,,
118,6,0,-1,12340,6,CCVE,,,,,,
119,6,0,-1,12340,6,CCALPeps,,,,,,
120,7,0,-1,1234,6,CVE,,,,,,
121,7,0,-1,1234,6,CCVE,,,,,,
122,7,0,-1,1234,6,CCALPeps,,,,,,
123,7,0,-1,2468,6,CVE,,,,,,
124,7,0,-1,2468,6,CCVE,,,,,,
125,7,0,-1,2468,6,CCALPeps,,,,,,
126,7,0,-1,3702,6,CVE,,,,,,
127,7,0,-1,3702,6,CCVE,,,,,,
128,7,0,-1,3702,6,CCALPeps,,,,,,
129,7,0,-1,4936,6,CVE,,,,,,
130,7,0,-1,4936,6,CCVE,,,,,,
131,7,0,-1,4936,6,CCALPeps,,,,,,
132,7,0,-1,6170,6,CVE,,,,,,
133,7,0,-1,6170,6,CCVE,,,,,,
134,7,0,-1,6170,6,CCALPeps,,,,,,
135,7,0,-1,7404,6,CVE,,,,,,
136,7,0,-1,7404,6,CCVE,,,,,,
137,7,0,-1,7404,6,CCALPeps,,,,,,
138,7,0,-1,8638,6,CVE,,,,,,
139,7,0,-1,8638,6,CCVE,,,,,,
140,7,0,-1,8638,6,CCALPeps,,,,,,
141,7,0,-1,9872,6,CVE,,,,,,
142,7,0,-1,9872,6,CCVE,,,,,,
143,7,0,-1,9872,6,CCALPeps,,,,,,
144,7,0,-1,11106,6,CVE,,,,,,
145,7,0,-1,11106,6,CCVE,,,,,,
146,7,0,-1,11106,6,CCALPeps,,,,,,
147,7,0,-1,12340,6,CVE,,,,,,
148,7,0,-1,12340,6,CCVE,,,,,,
149,7,0,-1,12340,6,CCALPeps,,,,,,
150,8,0,-1,1234,6,CVE,,,,,,
151,8,0,-1,1234,6,CCVE,,,,,,
152,8,0,-1,1234,6,CCALPeps,,,,,,
