,N,dovar,obsvar,target,seed,exovarsize,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1
0,3,0,-1,,1234,6,CVE,22.24,20.443,0.14500326583932072,0.14500326583932072,0.8549967341606793,0.8549967341606793
1,3,0,-1,,1234,6,CCVE,452.225,31.195,0.14500326583932074,0.14500326583932074,0.8549967341606792,0.8549967341606792
2,3,0,-1,,1234,6,CCALPeps,659.152,603.002,0.14514005371416638,0.14515459624539795,0.854845403754602,0.8548599462858336
3,3,0,-1,,2468,6,CVE,25.677,23.52,0.9596487327701201,0.9596487327701201,0.040351267229879945,0.040351267229879945
4,3,0,-1,,2468,6,CCVE,441.604,31.117,0.9596487327701201,0.9596487327701201,0.040351267229879945,0.040351267229879945
5,3,0,-1,,2468,6,CCALPeps,600.134,550.022,0.9595800762082187,0.95959509587546,0.04040490412454001,0.04041992379178124
6,3,0,-1,,3702,6,CVE,23.163,21.142,0.9474145486415425,0.9474145486415425,0.052585451358457484,0.052585451358457484
7,3,0,-1,,3702,6,CCVE,496.328,63.334,0.01148277583624563,0.9825632083696599,0.017436791630340013,0.9885172241637544
8,3,0,-1,,3702,6,CCALPeps,608.523,554.601,0.011930173160989226,0.9822998905248376,0.01770010947516243,0.9880698268390108
9,3,0,-1,,4936,6,CVE,22.877,21.215,0.20059880239520958,0.20059880239520958,0.7994011976047904,0.7994011976047904
10,3,0,-1,,4936,6,CCVE,480.145,32.911,0.20059880239520958,0.20059880239520958,0.7994011976047904,0.7994011976047904
11,3,0,-1,,4936,6,CCALPeps,673.263,613.613,0.20070516700630148,0.2008213609162544,0.7991786390837455,0.7992948329936985
12,3,0,-1,,6170,6,CVE,23.605,21.862,0.05294877313818338,0.05294877313818338,0.9470512268618166,0.9470512268618166
13,3,0,-1,,6170,6,CCVE,488.81,37.193,0.05294877313818338,0.05294877313818338,0.9470512268618166,0.9470512268618166
14,3,0,-1,,6170,6,CCALPeps,619.544,565.329,0.05298638812415515,0.05299207172786253,0.9470079282721374,0.9470136118758449
15,3,0,-1,,7404,6,CVE,22.246,20.61,0.9948233861144946,0.9948233861144946,0.0051766138855054815,0.0051766138855054815
16,3,0,-1,,7404,6,CCVE,510.563,82.011,0.9736024844720497,1.0,0.0,0.02639751552795031
17,3,0,-1,,7404,6,CCALPeps,623.695,571.178,0.9735513248364792,0.9998943644096635,0.00010563559033649472,0.026448675163520785
18,3,0,-1,,8638,6,CVE,23.037,21.33,0.0043570272625420145,0.0043570272625420145,0.995642972737458,0.995642972737458
19,3,0,-1,,8638,6,CCVE,501.881,34.177,0.004357027262542015,0.004357027262542015,0.995642972737458,0.995642972737458
20,3,0,-1,,8638,6,CCALPeps,612.291,557.518,0.004370940766656722,0.0043730088265202995,0.9956269911734797,0.9956290592333433
21,3,0,-1,,9872,6,CVE,23.536,21.513,0.06903582872123505,0.06903582872123505,0.930964171278765,0.930964171278765
22,3,0,-1,,9872,6,CCVE,511.273,49.58,0.03468461876189082,0.2468048849758591,0.7531951150241409,0.9653153812381091
23,3,0,-1,,9872,6,CCALPeps,591.202,533.528,0.03492550085847251,0.24682057308546101,0.753179426914539,0.9650744991415275
24,3,0,-1,,11106,6,CVE,22.124,20.617,0.058034956728321735,0.058034956728321735,0.9419650432716783,0.9419650432716783
25,3,0,-1,,11106,6,CCVE,487.044,62.326,0.05138607167004733,0.8204121687929343,0.17958783120706576,0.9486139283299527
26,3,0,-1,,11106,6,CCALPeps,644.92,590.941,0.05156044997877924,0.8200307274783986,0.17996927252160144,0.9484395500212208
27,3,0,-1,,12340,6,CVE,22.627,20.441,0.06564551422319477,0.06564551422319477,0.9343544857768052,0.9343544857768052
28,3,0,-1,,12340,6,CCVE,506.464,60.15,0.044977511244377814,0.1317582916855975,0.8682417083144025,0.9550224887556221
29,3,0,-1,,12340,6,CCALPeps,611.831,560.453,0.045064467975663144,0.13180561638269628,0.8681943836173037,0.9549355320243369
30,3,0,-1,1,1234,6,CVE,23.615,21.87,0.14500326583932072,0.14500326583932072,0.8549967341606793,0.8549967341606793
31,3,0,-1,1,1234,6,CCVE,461.096,34.317,0.14500326583932074,0.14500326583932074,0.8549967341606792,0.8549967341606792
32,3,0,-1,1,1234,6,CCALPeps,699.294,643.065,0.1451400537141664,0.14515459624539795,0.854845403754602,0.8548599462858336
33,3,0,-1,1,2468,6,CVE,23.165,21.493,0.9596487327701201,0.9596487327701201,0.040351267229879945,0.040351267229879945
34,3,0,-1,1,2468,6,CCVE,448.814,31.3,0.9596487327701201,0.9596487327701201,0.040351267229879945,0.040351267229879945
35,3,0,-1,1,2468,6,CCALPeps,593.877,539.685,0.9595800762082187,0.95959509587546,0.04040490412454001,0.04041992379178124
36,3,0,-1,1,3702,6,CVE,22.564,20.734,0.9474145486415425,0.9474145486415425,0.052585451358457484,0.052585451358457484
37,3,0,-1,1,3702,6,CCVE,505.652,68.299,0.01148277583624563,0.9825632083696599,0.017436791630340013,0.9885172241637544
38,3,0,-1,1,3702,6,CCALPeps,605.292,553.507,0.011930173160989226,0.9822998905248376,0.01770010947516243,0.9880698268390108
39,3,0,-1,1,4936,6,CVE,23.157,21.017,0.20059880239520958,0.20059880239520958,0.7994011976047904,0.7994011976047904
40,3,0,-1,1,4936,6,CCVE,453.326,32.481,0.20059880239520958,0.20059880239520958,0.7994011976047904,0.7994011976047904
41,3,0,-1,1,4936,6,CCALPeps,690.158,634.672,0.20070516700630148,0.20082136091625438,0.7991786390837456,0.7992948329936985
42,3,0,-1,1,6170,6,CVE,22.485,20.577,0.05294877313818338,0.05294877313818338,0.9470512268618166,0.9470512268618166
43,3,0,-1,1,6170,6,CCVE,478.201,33.692,0.05294877313818338,0.05294877313818338,0.9470512268618166,0.9470512268618166
44,3,0,-1,1,6170,6,CCALPeps,646.04,593.056,0.05298638812415514,0.05299207172786253,0.9470079282721374,0.9470136118758449
45,3,0,-1,1,7404,6,CVE,22.845,21.086,0.9948233861144946,0.9948233861144946,0.0051766138855054815,0.0051766138855054815
46,3,0,-1,1,7404,6,CCVE,503.144,86.136,0.9736024844720497,1.0,0.0,0.02639751552795031
47,3,0,-1,1,7404,6,CCALPeps,643.459,587.349,0.9735513248364792,0.9998943644096635,0.00010563559033649472,0.026448675163520785
48,3,0,-1,1,8638,6,CVE,22.713,20.951,0.0043570272625420145,0.0043570272625420145,0.995642972737458,0.995642972737458
49,3,0,-1,1,8638,6,CCVE,472.896,31.47,0.004357027262542016,0.004357027262542016,0.995642972737458,0.995642972737458
50,3,0,-1,1,8638,6,CCALPeps,610.517,558.343,0.004370940766656721,0.004373008826520301,0.9956269911734797,0.9956290592333433
51,3,0,-1,1,9872,6,CVE,23.406,21.477,0.06903582872123505,0.06903582872123505,0.930964171278765,0.930964171278765
52,3,0,-1,1,9872,6,CCVE,486.227,55.024,0.03468461876189082,0.2468048849758591,0.7531951150241409,0.9653153812381091
53,3,0,-1,1,9872,6,CCALPeps,573.671,519.189,0.03492550085847251,0.24682057308546101,0.753179426914539,0.9650744991415275
54,3,0,-1,1,11106,6,CVE,22.849,21.106,0.058034956728321735,0.058034956728321735,0.9419650432716783,0.9419650432716783
55,3,0,-1,1,11106,6,CCVE,485.914,62.476,0.05138607167004733,0.8204121687929343,0.17958783120706576,0.9486139283299527
56,3,0,-1,1,11106,6,CCALPeps,659.207,603.544,0.051560449978779246,0.8200307274783986,0.17996927252160144,0.9484395500212208
57,3,0,-1,1,12340,6,CVE,25.699,23.52,0.06564551422319477,0.06564551422319477,0.9343544857768052,0.9343544857768052
58,3,0,-1,1,12340,6,CCVE,474.45,53.577,0.044977511244377814,0.1317582916855975,0.8682417083144025,0.9550224887556221
59,3,0,-1,1,12340,6,CCALPeps,629.25,577.402,0.04506446797566314,0.13180561638269628,0.8681943836173037,0.9549355320243369
60,4,0,-1,,1234,6,CVE,23.839,21.869,0.0,0.0,1.0,1.0
61,4,0,-1,,1234,6,CCVE,445.22,32.664,0.0,0.0,1.0,1.0
62,4,0,-1,,1234,6,CCALPeps,777.177,720.224,0.0014208932309493028,0.0014225487109792434,0.9985774512890208,0.9985791067690507
63,4,0,-1,,2468,6,CVE,23.893,21.788,1.0,1.0,0.0,0.0
64,4,0,-1,,2468,6,CCVE,439.986,32.157,1.0,1.0,0.0,0.0
65,4,0,-1,,2468,6,CCALPeps,798.999,743.1,0.9999780182725176,0.9999780229052984,2.1977094701655853e-05,2.1981727482338555e-05
66,4,0,-1,,3702,6,CVE,25.876,23.637,0.03530295443164747,0.03530295443164747,0.9646970455683526,0.9646970455683526
67,4,0,-1,,3702,6,CCVE,452.15,36.051,0.00038451679056652143,0.036768384192096056,0.963231615807904,0.9996154832094335
68,4,0,-1,,3702,6,CCALPeps,750.076,697.707,0.0004289791491569235,0.03678153526477157,0.9632184647352284,0.999571020850843
69,4,0,-1,,4936,6,CVE,23.494,21.634,0.3780929702867792,0.3780929702867792,0.6219070297132209,0.6219070297132209
70,4,0,-1,,4936,6,CCVE,473.629,36.136,0.3780929702867792,0.3780929702867792,0.6219070297132209,0.6219070297132209
71,4,0,-1,,4936,6,CCALPeps,783.494,728.039,0.37816337267037764,0.37819548841478234,0.6218045115852177,0.6218366273296223
72,4,0,-1,,6170,6,CVE,23.941,21.737,0.9091448931116389,0.9091448931116389,0.09085510688836104,0.09085510688836104
73,4,0,-1,,6170,6,CCVE,461.419,34.432,0.9091448931116389,0.9091448931116389,0.09085510688836106,0.09085510688836106
74,4,0,-1,,6170,6,CCALPeps,758.82,703.791,0.9089777328854188,0.9090416244295099,0.09095837557049015,0.09102226711458117
75,4,0,-1,,7404,6,CVE,24.059,22.158,0.3292854275391409,0.3292854275391409,0.6707145724608591,0.6707145724608591
76,4,0,-1,,7404,6,CCVE,475.928,59.909,0.318759532282664,0.3375062593890837,0.6624937406109164,0.6812404677173362
77,4,0,-1,,7404,6,CCALPeps,751.27,697.056,0.32637829585561484,0.329994787320646,0.670005212679354,0.6736217041443852
78,4,0,-1,,8638,6,CVE,23.943,22.066,0.6272827891532928,0.6272827891532928,0.3727172108467073,0.3727172108467073
79,4,0,-1,,8638,6,CCVE,466.927,33.352,0.6272827891532928,0.6272827891532928,0.3727172108467073,0.3727172108467073
80,4,0,-1,,8638,6,CCALPeps,706.908,652.457,0.6272302678662486,0.6272599758505545,0.3727400241494455,0.3727697321337514
81,4,0,-1,,9872,6,CVE,23.108,21.035,0.6744548286604362,0.6744548286604362,0.32554517133956384,0.32554517133956384
82,4,0,-1,,9872,6,CCVE,487.058,36.985,0.5937227550130776,0.7448533998752339,0.25514660012476603,0.4062772449869224
83,4,0,-1,,9872,6,CCALPeps,613.478,556.293,0.6704744375588698,0.6907669997816092,0.30923300021839084,0.3295255624411302
84,4,0,-1,,11106,6,CVE,26.273,23.859,0.8317161075686167,0.8317161075686167,0.16828389243138342,0.16828389243138342
85,4,0,-1,,11106,6,CCVE,493.469,41.54,0.5222841225626741,0.9191176470588236,0.08088235294117647,0.47771587743732585
86,4,0,-1,,11106,6,CCALPeps,730.021,676.099,0.5531549726483983,0.8367955495794546,0.16320445042054543,0.4468450273516017
