,N,dovar,obsvar,endovarsize,seed,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1,lowerbound2,upperbound2
0,3,0,-1,3,1234,CVE,2.3152,1.8843999999999999,0.015784753363228703,0.015784753363228703,0.06457399103139014,0.06457399103139014,0.11964125560538115,0.11964125560538115
1,3,0,-1,3,1234,CCVE,87.57759999999999,22.159,0.015254988913525497,0.0163265306122449,0.06363234644277507,0.06554392353208921,0.11836734693877553,0.1208869179600887
2,3,0,-1,3,1234,CCALPeps,3065.1272,3062.1998,0.015286282576119938,0.016348033851565507,0.06391690965779635,0.06534965559430791,0.11830231055412659,0.12079680776608367
3,3,0,-1,3,2468,CVE,2.3136,1.8762,0.12333333333333332,0.12333333333333332,0.07500000000000001,0.07500000000000001,0.0016666666666666666,0.0016666666666666666
4,3,0,-1,3,2468,CCVE,1004.058,939.0242000000001,0.08061002178649238,0.15452436194895589,0.005353728489483749,0.0991825613079019,0.0,0.09386666666666665
5,3,0,-1,3,2468,CCALPeps,3184.2472,3181.5429999999997,0.09862615972046072,0.12908564824895635,0.005475232428388906,0.09707785378950133,3.699662952325099e-05,0.09387424354280559
6,3,0,-1,3,3702,CVE,2.4368000000000003,1.9858,0.06728033472803348,0.06728033472803348,0.13144769874476986,0.13144769874476986,0.001271966527196653,0.001271966527196653
7,3,0,-1,3,3702,CCVE,281.0438,217.55239999999998,0.012215132178669097,0.08246972404208855,0.11431920296932993,0.1859730608453321,0.0011120196238757155,0.007009063444108762
8,3,0,-1,3,3702,CCALPeps,3089.9472,3087.1554,0.012356489011036616,0.08196867025165795,0.11557141395181611,0.18358828620277098,0.0011195544746558533,0.007033254323901653
9,3,0,-1,3,4936,CVE,2.3232,1.9006,0.012500000000000002,0.012500000000000002,0.17307692307692307,0.17307692307692307,0.014423076923076927,0.014423076923076927
10,3,0,-1,3,4936,CCVE,65.92780000000002,5.227,0.0,0.013725490196078435,0.1715686274509804,0.18846153846153846,0.010948905109489052,0.015789473684210527
11,3,0,-1,3,4936,CCALPeps,3075.5364,3072.741,1.0347074898414215e-05,0.013819137344295056,0.1713948552066315,0.18837910881973338,0.01161054406606849,0.01478607428518405
12,3,0,-1,3,6170,CVE,2.5438,2.1084,0.1509623430962343,0.1509623430962343,0.041673640167364016,0.041673640167364016,0.007364016736401672,0.007364016736401672
13,3,0,-1,3,6170,CCVE,111.6354,50.9662,0.12330827067669174,0.18566037735849056,0.006960167714884695,0.06934001670843777,0.007216072160721607,0.007521367521367521
14,3,0,-1,3,6170,CCALPeps,2939.2974000000004,2936.5198000000005,0.1233023483039269,0.18556537992086128,0.007040670725818189,0.06933203114768291,0.007365620548390193,0.007394526098547778
15,3,0,-1,3,7404,CVE,2.509,2.0818000000000003,0.13563829787234044,0.13563829787234044,0.016134751773049648,0.016134751773049648,0.04822695035460993,0.04822695035460993
16,3,0,-1,3,7404,CCVE,13874.2652,13817.708999999999,0.12912705272255837,0.15347544022242818,0.0022667829119442017,0.019100091827364555,0.04299909665763324,0.05420726306465899
17,3,0,-1,3,7404,CCALPeps,2907.8406000000004,2905.2481999999995,0.12912797773091272,0.15328823757080506,0.0024072274959848813,0.018809403328945828,0.043079101918298814,0.054174310101130684
18,3,0,-1,3,8638,CVE,2.2904,1.8646,0.1660714285714286,0.1660714285714286,0.009375,0.009375,0.02455357142857143,0.02455357142857143
19,3,0,-1,3,8638,CCVE,85.3094,20.626200000000004,0.1613882863340564,0.17083811710677382,0.0,0.014078212290502792,0.01966480446927374,0.03429844097995546
20,3,0,-1,3,8638,CCALPeps,3042.7428,3040.0148,0.16557352210532703,0.16620208372448692,9.57697874276704e-05,0.01414263356747764,0.019732453745153984,0.03425393960047507
21,3,0,-1,3,9872,CVE,2.3968,1.9460000000000002,0.17465495608531995,0.17465495608531995,0.0005018820577164367,0.0005018820577164367,0.024843161856963614,0.024843161856963614
22,3,0,-1,3,9872,CCVE,96.0602,23.3792,0.1724907063197026,0.17687420584498095,0.00024844720496894416,0.0007604562737642585,0.02281368821292776,0.026832298136645966
23,3,0,-1,3,9872,CCALPeps,2943.4242000000004,2940.7201999999997,0.17290207873061444,0.1763712046269543,0.0002541884664854662,0.0007621453510853808,0.022866650021960474,0.026843732802900012
24,3,0,-1,3,11106,CVE,2.3286000000000002,1.9259999999999997,0.0002793296089385475,0.0002793296089385475,0.19916201117318438,0.19916201117318438,0.000558659217877095,0.000558659217877095
25,3,0,-1,3,11106,CCVE,70.00359999999999,5.5608,0.0002793296089385475,0.0002793296089385475,0.19916201117318438,0.19916201117318438,0.000558659217877095,0.000558659217877095
26,3,0,-1,3,11106,CCALPeps,3208.3228000000004,3205.5858,0.00028093530070630134,0.0002816128198172019,0.19915621581071652,0.19915694609972445,0.0005620976980959812,0.0005621922729770227
27,3,0,-1,3,12340,CVE,2.303,1.8788,0.0047748976807639835,0.0047748976807639835,0.14542974079126875,0.14542974079126875,0.04979536152796725,0.04979536152796725
28,3,0,-1,3,12340,CCVE,90.88640000000001,19.305,0.0,0.13437684583579446,0.05745082188089464,0.19189918991899188,0.002658003544004725,0.05153203342618384
29,3,0,-1,3,12340,CCALPeps,3395.861,3393.1168,0.00013093740304956057,0.13435826896410977,0.06297062601496152,0.14832810703265403,0.002671097934528742,0.051541277554744414
30,5,0,-1,3,1234,CVE,3.972,3.5120000000000005,0.009259513669460089,0.009259513669460089,0.18684670186250074,0.18684670186250074,0.003893784468039173,0.003893784468039173
31,5,0,-1,3,1234,CCVE,inf,inf,,,,,,
32,5,0,-1,3,1234,CCALPeps,7436.794600000001,7432.9372,0.009122767842319983,0.009436449776876372,0.18664132310316123,0.18694245952076186,0.003922227119962261,0.003934772636918353
33,5,0,-1,3,2468,CVE,4.005199999999999,3.5584000000000002,0.006891629569356466,0.006891629569356466,0.03594333623076517,0.03594333623076517,0.15716503419987835,0.15716503419987835
34,5,0,-1,3,2468,CCVE,,,,,,,,
35,5,0,-1,3,2468,CCALPeps,7706.825799999999,7702.4258,0.004525558455772018,0.007745396205918543,0.031563751717623025,0.03610285720172081,0.1561689729266852,0.16390080444007246
36,5,0,-1,3,3702,CVE,4.1876,3.7010000000000005,0.13260079801333743,0.13260079801333743,0.04395239822539691,0.04395239822539691,0.02344680376126566,0.02344680376126566
37,5,0,-1,3,3702,CCVE,,,,,,,,
38,5,0,-1,3,3702,CCALPeps,6318.99,6314.4288,0.0735658413733235,0.13553254246140006,0.040619689048335475,0.11141561599873429,0.015018542627942149,0.023847768490264556
39,5,0,-1,3,4936,CVE,4.525799999999999,4.0326,0.008892417626042079,0.008892417626042079,0.043628423977768935,0.043628423977768935,0.14747915839618897,0.14747915839618897
40,5,0,-1,3,4936,CCVE,inf,inf,,,,,,
41,5,0,-1,3,4936,CCALPeps,8522.704600000001,8518.393,0.008746647349212457,0.010730141056347743,0.02173611647325164,0.0454680511510583,0.1457852344420108,0.1675338061159316
42,5,0,-1,3,6170,CVE,4.642200000000001,4.0200000000000005,0.09481248702413982,0.09481248702413982,0.07641507653398258,0.07641507653398258,0.028772436441877585,0.028772436441877585
43,5,0,-1,3,6170,CCVE,inf,inf,,,,,,
44,5,0,-1,3,6170,CCALPeps,6730.325200000001,6725.8974,0.09448529960282953,0.09508273494398442,0.07612188117243732,0.07674465987778814,0.028770040519382332,0.02879538388357829
45,5,0,-1,3,7404,CVE,4.343000000000001,3.7862,0.1320043546631184,0.1320043546631184,0.05534051046328777,0.05534051046328777,0.012655134873593807,0.012655134873593807
46,5,0,-1,3,7404,CCVE,inf,inf,,,,,,
47,5,0,-1,3,7404,CCALPeps,7785.0614000000005,7780.908,0.1249947178467794,0.13598218429043382,0.05109062168241364,0.06455519238304057,0.010450089770180034,0.013179273917392256
48,5,0,-1,3,8638,CVE,4.304,3.7668,0.005039833086902034,0.005039833086902034,0.1526541163132967,0.1526541163132967,0.04230605059980126,0.04230605059980126
49,5,0,-1,3,8638,CCVE,inf,inf,,,,,,
50,5,0,-1,3,8638,CCALPeps,6757.755,6753.0958,0.004992025872336503,0.005151838774031701,0.15121619999146385,0.15334890608704838,0.041659068040615116,0.04363196123450445
51,5,0,-1,3,9872,CVE,4.660200000000001,4.0496,0.03751513206421062,0.03751513206421062,0.1361587360573864,0.1361587360573864,0.026326131878402954,0.026326131878402954
52,5,0,-1,3,9872,CCVE,inf,inf,,,,,,
53,5,0,-1,3,9872,CCALPeps,7624.0848,7619.4302,0.03711732004774496,0.037951411744678074,0.13608795342844987,0.13614643282052577,0.025902155434796285,0.02679472652380508
54,5,0,-1,3,11106,CVE,4.7218,4.179399999999999,0.1742289533825752,0.1742289533825752,0.0133984797575636,0.0133984797575636,0.012372566859861158,0.012372566859861158
55,5,0,-1,3,11106,CCVE,144.88139999999999,24.442200000000003,0.17422895338257524,0.17422895338257524,0.013398479757563603,0.013398479757563603,0.012372566859861161,0.012372566859861161
56,5,0,-1,3,11106,CCALPeps,8251.7116,8247.121799999999,0.17413081761929008,0.174147420479916,0.013429837741224252,0.013446151441775005,0.01242221893108201,0.012423553786468571
57,5,0,-1,3,12340,CVE,4.3812,3.8689999999999998,0.04735861464270057,0.04735861464270057,0.1466443811193921,0.1466443811193921,0.00599700423790735,0.00599700423790735
58,5,0,-1,3,12340,CCVE,139734.3936,139634.13059999997,0.046257237573053195,0.1000629326620516,0.08637619922728522,0.14760886770311205,0.005233601471336612,0.01592194190400883
59,5,0,-1,3,12340,CCALPeps,7436.5016000000005,7432.2692,0.04686643663227939,0.09855479612583139,0.08676659048091338,0.14715043600611957,0.005982807985188759,0.014678915278078939
60,7,0,-1,3,1234,CVE,10.831999999999999,10.1304,0.02953012335753586,0.02953012335753586,0.07441022033515059,0.07441022033515059,0.09605965630731353,0.09605965630731353
61,7,0,-1,3,1234,CCVE,,,,,,,,
62,7,0,-1,3,1234,CCALPeps,12790.213399999999,12784.862599999999,0.028900416082899404,0.030190207253554736,0.07437804912298876,0.07445625736064285,0.09543174362345637,0.09664332655645796
63,7,0,-1,3,2468,CVE,8.797,8.1474,0.005550298935005791,0.005550298935005791,0.046617169948417525,0.046617169948417525,0.14783253111657668,0.14783253111657668
64,7,0,-1,3,2468,CCVE,,,,,,,,
65,7,0,-1,3,2468,CCALPeps,11404.0018,11399.122,0.004057020424034318,0.006089588120307486,0.04442715284689879,0.04681360677057439,0.1470984194358142,0.15151476727286567
