,pn_low,pn_up,ps_low,ps_up
0,0.0017497858603410367,0.0017497858603410367,0.057320725432561385,0.057320725432561385
1,0.0017497842724513231,0.0017497842724513231,0.05732067434069221,0.05732067434069221
2,0.0017497842724513231,0.0017497853267373679,0.05732067434069221,0.05732070826418278
3,0.0017497842724513231,0.0017497853267373679,0.05732067434069221,0.05732070826418278
4,0.0017497853267373679,0.0017497853267373679,0.05732070826418278,0.05732070826418278
5,0.0017497853267373679,0.0017497853267373679,0.05732070826418278,0.05732070826418278
6,0.0017497860007988982,0.0017497860007988982,0.057320730214228545,0.057320730214228545
7,0.0017497860007988982,0.0017497860007988982,0.057320730214228545,0.057320730214228545
8,0.0017497860298494748,0.0017497860298494748,0.05732073083623987,0.05732073083623987
9,0.0017497852189741544,0.0017497852189741544,0.05732070519461888,0.05732070519461888
10,0.0017497852189741544,0.0017497852189741544,0.05732070519461888,0.05732070519461888
11,0.0017497852189741544,0.0017497852189741544,0.05732070519461888,0.05732070519461888
12,0.0017497852189741544,0.0017497852189741544,0.05732070519461888,0.05732070519461888
13,0.0017497852189741544,0.0017497852189741544,0.05732070519461888,0.05732070519461888
14,0.0017497852189741544,0.0017497852189741544,0.05732070519461888,0.05732070519461888
15,0.0017497852189741544,0.0017497852189741544,0.05732070519461888,0.05732070519461888
16,0.0017497852189741544,0.0017497852189741544,0.05732070519461888,0.05732070519461888
17,0.0017497852189741544,0.0017497852189741544,0.05732070519461888,0.05732070519461888
18,0.0017497852189741544,0.0017497852189741544,0.05732070519461888,0.05732070519461888
19,0.0017497852189741544,0.0017497852189741544,0.05732070519461888,0.05732070519461888
