,pn_low,pn_up,ps_low,ps_up
0,1.1840582009337839E-8,1.1840582009337839E-8,0.0073204521396026435,0.0073204521396026435
1,2.1303093101259945E-13,2.1303093101259945E-13,0.007320327099582787,0.007320327099582787
2,2.1303093101259945E-13,2.759819153801945E-4,0.007320327099582787,0.007623389045878158
3,2.1303093101259945E-13,2.759819153801945E-4,0.007320327099582787,0.007623389045878158
4,2.1303093101259945E-13,2.759819153801945E-4,0.007320327099582787,0.007623389045878158
5,2.1303093101259945E-13,2.759819153801945E-4,0.007320327099582787,0.007623389045878158
6,2.1303093101259945E-13,2.759819153801945E-4,0.007320205360691994,0.007623389045878158
7,2.1303093101259945E-13,2.759819153801945E-4,0.007320205360691994,0.007623389045878158
8,2.1303093101259945E-13,2.759819153801945E-4,0.007320205360691994,0.007623389045878158
9,2.1303093101259945E-13,2.759819153801945E-4,0.007320205360691994,0.007623389045878158
10,2.1303093101259945E-13,2.759819153801945E-4,0.007320205360691994,0.007623389045878158
11,2.1303093101259945E-13,2.8104092203458733E-4,0.007320205360691994,0.007626327361186401
12,2.1303093101259945E-13,2.8104092203458733E-4,0.007320205360691994,0.007626327361186401
13,2.1303093101259945E-13,2.8104092203458733E-4,0.007320205360691994,0.007626327361186401
14,2.1303093101259945E-13,2.8104092203458733E-4,0.007320205360691994,0.007626327361186401
15,2.1303093101259945E-13,2.8104092203458733E-4,0.007309851908921862,0.007626327361186401
16,2.1303093101259945E-13,2.8104092203458733E-4,0.007309851908921862,0.007626327361186401
17,2.1303093101259945E-13,2.8104092203458733E-4,0.007309851908921862,0.007626327361186401
18,2.1303093101259945E-13,2.8104092203458733E-4,0.007309851908921862,0.007626327361186401
19,2.1303093101259945E-13,2.8104092203458733E-4,0.007309851908921862,0.007626327361186401
