,pns_low,pns_up,num_points,idx,time
0,0.0862048572273848,0.0862048572273848,1,1,3252
1,0.06765739453543866,0.0862048572273848,2,20,6476
2,0.06765739453543866,0.0862048572273848,3,10,8709
3,0.06765739453543866,0.09517252683491284,4,8,11355
4,0.06765739453543866,0.09517252683491284,5,7,13826
5,0.06765739453543866,0.09517252683491284,6,22,16919
6,0.06519395818589571,0.09517252683491284,7,27,19086
7,0.06519395818589571,0.09517252683491284,8,2,21699
8,0.06519395818589571,0.09517252683491284,9,4,26416
9,0.06519395818589571,0.09517252683491284,10,26,29557
10,0.06519395818589571,0.09517252683491284,11,24,32549
11,0.06519395818589571,0.09517252683491284,12,3,34181
12,0.06519395818589571,0.09517252683491284,13,19,36177
13,0.06519395818589571,0.09517252683491284,14,0,38810
14,0.06519395818589571,0.09517252683491284,15,23,44140
15,0.06519395818589571,0.09517252683491284,16,9,47566
16,0.0643199809324693,0.09517252683491284,17,11,47696
17,0.0643199809324693,0.09517252683491284,18,25,51099
18,0.0643199809324693,0.09517252683491284,19,18,55682
19,0.0643199809324693,0.09517252683491284,20,14,57286
