,pns_low,pns_up,num_points,idx,time
0,0.08322271512711063,0.08322271512711063,1,22,3122
1,0.08322271512711063,0.08819195563151207,2,7,6381
2,0.07759442941423622,0.08819195563151207,3,26,8267
3,0.07759442941423622,0.08819195563151207,4,5,10726
4,0.07759442941423622,0.08819195563151207,5,9,13058
5,0.07759442941423622,0.08819195563151207,6,4,15909
6,0.06962477967470622,0.08819195563151207,7,12,18255
7,0.06962477967470622,0.08819195563151207,8,13,21054
8,0.06635589332175476,0.08819195563151207,9,0,23801
9,0.06635589332175476,0.08819195563151207,10,10,27791
10,0.06635589332175476,0.08819195563151207,11,1,30093
11,0.06635589332175476,0.08819195563151207,12,18,32674
12,0.06635589332175476,0.08819195563151207,13,16,35853
13,0.06635589332175476,0.08819195563151207,14,15,39042
14,0.06635589332175476,0.08819195563151207,15,24,41777
15,0.06635589332175476,0.08819195563151207,16,20,45628
16,0.06635589332175476,0.08819195563151207,17,28,48058
17,0.06635589332175476,0.08819195563151207,18,2,51165
18,0.06635589332175476,0.08819195563151207,19,25,55864
19,0.06519395818589571,0.08819195563151207,20,27,56899
