,pns_low,pns_up,num_points,idx,time
0,0.08971049021237283,0.08971049021237283,1,3,2276
1,0.06855758128541942,0.08971049021237283,2,12,4067
2,0.06855758128541942,0.09140676453161761,3,0,5978
3,0.04894229646691946,0.09140676453161761,4,2,7490
4,0.04894229646691946,0.09140676453161761,5,25,9746
5,0.04894229646691946,0.093905577947186,6,23,11956
6,0.04894229646691946,0.09731562296462881,7,26,13390
7,0.033777441578130334,0.09731562296462881,8,19,15670
8,0.033777441578130334,0.09731562296462881,9,18,17377
9,0.033777441578130334,0.09731562296462881,10,27,19934
10,0.033777441578130334,0.09731562296462881,11,14,21294
11,0.033777441578130334,0.09731562296462881,12,15,23723
12,0.033777441578130334,0.09731562296462881,13,17,25436
13,0.033777441578130334,0.09731562296462881,14,10,27858
14,0.033777441578130334,0.09731562296462881,15,5,29548
15,0.033777441578130334,0.09731562296462881,16,8,31628
16,0.033777441578130334,0.09731562296462881,17,21,33161
17,0.033777441578130334,0.09731562296462881,18,16,35114
18,0.033777441578130334,0.09731562296462881,19,22,37184
19,0.033628886302679524,0.09731562296462881,20,13,39312
