,pns_low,pns_up,num_points,idx,time
0,0.0684382671640234,0.0684382671640234,1,24,3404
1,0.0684382671640234,0.08033381273952175,2,2,6554
2,0.0684382671640234,0.08819195563151207,3,7,8503
3,0.0684382671640234,0.08819195563151207,4,9,11386
4,0.0684382671640234,0.08819195563151207,5,12,14134
5,0.0684382671640234,0.08819195563151207,6,25,16857
6,0.06726977945523428,0.08819195563151207,7,28,19361
7,0.06726977945523428,0.08819195563151207,8,20,22637
8,0.06726977945523428,0.08819195563151207,9,15,25147
9,0.06519395818589571,0.08819195563151207,10,27,29549
10,0.06519395818589571,0.08819195563151207,11,5,31496
11,0.06519395818589571,0.08819195563151207,12,0,34204
12,0.06519395818589571,0.08819195563151207,13,21,37593
13,0.06519395818589571,0.08819195563151207,14,18,40609
14,0.06519395818589571,0.08819195563151207,15,4,44352
15,0.06519395818589571,0.08819195563151207,16,23,47050
16,0.06519395818589571,0.08819195563151207,17,3,51500
17,0.06519395818589571,0.08819195563151207,18,14,55890
18,0.06519395818589571,0.08819195563151207,19,17,60155
19,0.06519395818589571,0.08819195563151207,20,1,63720
