,pns_low,pns_up,num_points,idx,time
0,0.09140676453161761,0.09140676453161761,1,0,2013
1,0.09140676453161761,0.09731562296462881,2,26,3472
2,0.08971049021237283,0.09731562296462881,3,3,5297
3,0.07490833600417326,0.09731562296462881,4,1,6563
4,0.0375013362153169,0.09731562296462881,5,11,8352
5,0.0375013362153169,0.09731562296462881,6,5,10171
6,0.03573768116435822,0.09731562296462881,7,22,11845
7,0.03573768116435822,0.09731562296462881,8,20,13377
8,0.033628886302679524,0.09731562296462881,9,13,15809
9,0.033628886302679524,0.09731562296462881,10,25,17061
10,0.033628886302679524,0.09731562296462881,11,17,18419
11,0.033628886302679524,0.09731562296462881,12,21,20884
12,0.033628886302679524,0.09731562296462881,13,6,22621
13,0.033628886302679524,0.09731562296462881,14,15,24132
14,0.033628886302679524,0.09731562296462881,15,28,26041
15,0.033628886302679524,0.09731562296462881,16,2,28623
16,0.033628886302679524,0.09731562296462881,17,12,29359
17,0.033628886302679524,0.09731562296462881,18,18,30952
18,0.033628886302679524,0.09731562296462881,19,7,32374
19,0.033628886302679524,0.09731562296462881,20,8,34501
