,pns_low,pns_up,num_points,idx,time
0,0.08132327649532378,0.08132327649532378,1,23,3257
1,0.08033381273952175,0.08132327649532378,2,2,5793
2,0.0643199809324693,0.08132327649532378,3,11,8358
3,0.0643199809324693,0.08819195563151207,4,7,10699
4,0.0643199809324693,0.08819195563151207,5,21,13153
5,0.0643199809324693,0.08819195563151207,6,18,15743
6,0.0643199809324693,0.08819195563151207,7,10,18272
7,0.0643199809324693,0.08819195563151207,8,19,21274
8,0.0643199809324693,0.08819195563151207,9,3,23708
9,0.0643199809324693,0.08819195563151207,10,27,25753
10,0.0643199809324693,0.08819195563151207,11,24,28950
11,0.0643199809324693,0.08819195563151207,12,26,32077
12,0.0643199809324693,0.08819195563151207,13,4,33870
13,0.0643199809324693,0.08819195563151207,14,20,38981
14,0.0643199809324693,0.08819195563151207,15,13,44139
15,0.0643199809324693,0.08819195563151207,16,15,44970
16,0.0643199809324693,0.08819195563151207,17,5,46338
17,0.0643199809324693,0.09517252683491284,18,8,50735
18,0.0643199809324693,0.09517252683491284,19,12,55755
19,0.0643199809324693,0.09517252683491284,20,0,56075
