,pns_low,pns_up,num_points,idx,time
0,0.09512153797748304,0.09512153797748304,1,16,2084
1,0.08384261559637124,0.09512153797748304,2,14,4088
2,0.08384261559637124,0.09701342126010103,3,15,5924
3,0.08142583558336493,0.09701342126010103,4,25,7199
4,0.059322951288128555,0.09701342126010103,5,24,9208
5,0.03446298005132849,0.09701342126010103,6,9,11147
6,0.03446298005132849,0.09701342126010103,7,12,13100
7,0.03446298005132849,0.09701342126010103,8,2,15572
8,0.03446298005132849,0.09701342126010103,9,17,17109
9,0.03446298005132849,0.09701342126010103,10,28,19195
10,0.033628886302679524,0.09701342126010103,11,13,20869
11,0.033628886302679524,0.09701342126010103,12,7,22869
12,0.033628886302679524,0.09701342126010103,13,19,24820
13,0.033628886302679524,0.09701342126010103,14,0,26619
14,0.033628886302679524,0.09731562296462881,15,26,28732
15,0.033628886302679524,0.09731562296462881,16,18,30471
16,0.033628886302679524,0.09731562296462881,17,27,31956
17,0.033628886302679524,0.09731562296462881,18,3,34354
18,0.033628886302679524,0.09731562296462881,19,20,35774
19,0.033628886302679524,0.09731562296462881,20,22,37934
