,pns_low,pns_up,num_points,idx,time
0,0.06744140483542926,0.06744140483542926,1,3,3164
1,0.06744140483542926,0.06962477967470622,2,12,6046
2,0.06635589332175476,0.06962477967470622,3,0,8794
3,0.06635589332175476,0.08033381273952175,4,2,10992
4,0.06635589332175476,0.08033381273952175,5,25,13916
5,0.06635589332175476,0.08132327649532378,6,23,16645
6,0.06635589332175476,0.08132327649532378,7,26,19778
7,0.06635589332175476,0.08132327649532378,8,19,22330
8,0.06635589332175476,0.08132327649532378,9,18,25494
9,0.06519395818589571,0.08132327649532378,10,27,28020
10,0.06519395818589571,0.08132327649532378,11,14,30813
11,0.06519395818589571,0.08132327649532378,12,15,35213
12,0.06519395818589571,0.08132327649532378,13,17,38373
13,0.06519395818589571,0.08132327649532378,14,10,38485
14,0.06519395818589571,0.08228758911688788,15,5,42086
15,0.06519395818589571,0.09517252683491284,16,8,47072
16,0.06519395818589571,0.09517252683491284,17,21,49260
17,0.06519395818589571,0.09517252683491284,18,16,52816
18,0.06519395818589571,0.09517252683491284,19,22,55235
19,0.06519395818589571,0.09517252683491284,20,13,60118
