,N,dovar,seed,exovarsize,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1
0,3,0,1234,6,CVE,2.5768,2.1559999999999997,0.11399999999999999,0.11399999999999999,0.086,0.086
1,3,0,1234,6,CCVE,150.403,4.5222,0.11399999999999999,0.11399999999999999,0.08600000000000001,0.08600000000000001
2,3,0,1234,6,CCALPeps,330.702,326.807,0.11399320640528454,0.11399380355061584,0.08600619644938416,0.08600679359471546
3,3,0,2468,6,CVE,2.7350000000000003,2.252,0.019999999999999997,0.019999999999999997,0.18,0.18
4,3,0,2468,6,CCVE,135.294,4.5036,0.02,0.02,0.18,0.18
5,3,0,2468,6,CCALPeps,334.929,331.034,0.02001629088879505,0.020017143819398293,0.1799828561806017,0.17998370911120495
6,3,0,3702,6,CVE,2.6358,2.1264,0.194,0.194,0.006,0.006
7,3,0,3702,6,CCVE,246.62359999999998,112.7412,0.049616368286445015,0.1999369018824272,6.309811757282573e-05,0.150383631713555
8,3,0,3702,6,CCALPeps,327.70860000000005,323.4498,0.19325777667291935,0.19397352908190008,0.006026470918099935,0.006742223327080653
9,3,0,4936,6,CVE,2.582,2.0844,0.13,0.13,0.07,0.07
10,3,0,4936,6,CCVE,140.45600000000002,5.6171999999999995,0.13,0.13,0.06999999999999998,0.06999999999999998
11,3,0,4936,6,CCALPeps,332.56579999999997,328.6668,0.12991015765127076,0.1299809965649171,0.07001900343508291,0.07008984234872924
12,3,0,6170,6,CVE,2.7131999999999996,2.186,0.054000000000000006,0.054000000000000006,0.146,0.146
13,3,0,6170,6,CCVE,135.3082,4.8178,0.05400000000000001,0.05400000000000001,0.14600000000000002,0.14600000000000002
14,3,0,6170,6,CCALPeps,345.3666,341.6682,0.0540048077241697,0.05400919175396555,0.14599080824603444,0.1459951922758303
15,3,0,7404,6,CVE,2.7159999999999997,2.198,0.136,0.136,0.064,0.064
16,3,0,7404,6,CCVE,222.7498,99.5848,0.13374741200828158,0.13821138211382114,0.06178861788617888,0.06625258799171842
17,3,0,7404,6,CCALPeps,351.07280000000003,347.6322,0.13598720416698984,0.13599257564579856,0.06400742435420145,0.06401279583301016
18,3,0,8638,6,CVE,2.3932,1.9297999999999997,0.15799999999999997,0.15799999999999997,0.041999999999999996,0.041999999999999996
19,3,0,8638,6,CCVE,127.7566,4.538200000000001,0.158,0.158,0.04200000000000001,0.04200000000000001
20,3,0,8638,6,CCALPeps,329.1424,325.66819999999996,0.15799200521352944,0.1580079016627257,0.04199209833727428,0.04200799478647056
21,3,0,9872,6,CVE,2.6088,2.1146000000000003,0.06799999999999999,0.06799999999999999,0.13199999999999998,0.13199999999999998
22,3,0,9872,6,CCVE,227.67239999999998,95.4386,0.01312741312741313,0.15813953488372093,0.04186046511627908,0.18687258687258687
23,3,0,9872,6,CCALPeps,330.81620000000004,327.2196,0.06801694379379032,0.06834472809282599,0.13165527190717402,0.1319830562062097
24,3,0,11106,6,CVE,2.4783999999999997,2.0156,0.05,0.05,0.15000000000000002,0.15000000000000002
25,3,0,11106,6,CCVE,235.29120000000003,106.6096,0.0058823529411764705,0.15714285714285714,0.04285714285714286,0.19411764705882353
26,3,0,11106,6,CCALPeps,331.05240000000003,327.0602,0.05000601325118766,0.05000963538275062,0.1499903646172494,0.14999398674881234
27,3,0,12340,6,CVE,2.588,2.082,0.196,0.196,0.004000000000000001,0.004000000000000001
28,3,0,12340,6,CCVE,240.2736,99.455,0.19240837696335078,0.1979108635097493,0.0020891364902506965,0.007591623036649213
29,3,0,12340,6,CCALPeps,341.83520000000004,337.8322,0.19597887127703412,0.19598031893629497,0.0040196810637050375,0.004021128722965894
30,5,0,1234,6,CVE,2.7315999999999994,2.2958000000000003,0.2,0.2,0.0,0.0
31,5,0,1234,6,CCVE,195.909,5.4076,0.2,0.2,0.0,0.0
32,5,0,1234,6,CCALPeps,348.41400000000004,343.24839999999995,0.1999036705103788,0.19999929688286494,7.03117135073779e-07,9.632948962119414e-05
33,5,0,2468,6,CVE,2.9981999999999998,2.4722,0.1384701284198772,0.1384701284198772,0.06152987158012284,0.06152987158012284
34,5,0,2468,6,CCVE,200.3324,5.4350000000000005,0.00818274803954995,0.14206437291897892,0.05793562708102108,0.19181725196045005
35,5,0,2468,6,CCALPeps,245.4978,240.993,0.008277269265771992,0.14204545480704503,0.057954545192954975,0.19172273073422802
36,5,0,3702,6,CVE,2.8316000000000003,2.3025999999999995,0.07423790969516386,0.07423790969516386,0.12576209030483615,0.12576209030483615
37,5,0,3702,6,CCVE,225.66219999999998,36.0972,0.07039067854694996,0.09584694353709754,0.10415305646290247,0.12960932145305004
38,5,0,3702,6,CCALPeps,331.1044,326.5498,0.07041761900375407,0.09582730357071575,0.10417269642928424,0.12958238099624592
39,5,0,4936,6,CVE,2.7636000000000003,2.2786,0.0019393939393939393,0.0019393939393939393,0.19806060606060605,0.19806060606060605
40,5,0,4936,6,CCVE,191.24679999999998,3.6211999999999995,0.0019393939393939393,0.0019393939393939393,0.19806060606060605,0.19806060606060605
41,5,0,4936,6,CCALPeps,257.802,253.12839999999997,0.001943972060643186,0.0019478132712397594,0.19805218672876024,0.1980560279393568
42,5,0,6170,6,CVE,2.7378,2.2228,0.19813084112149532,0.19813084112149532,0.0018691588785046728,0.0018691588785046728
43,5,0,6170,6,CCVE,194.2592,3.8044,0.19813084112149532,0.19813084112149532,0.0018691588785046728,0.0018691588785046728
44,5,0,6170,6,CCALPeps,330.80339999999995,326.103,0.19812046822756596,0.19812046822756596,0.0018795317724340289,0.0018795317724340332
45,5,0,7404,6,CVE,3.0742000000000003,2.5514,0.02127659574468085,0.02127659574468085,0.17872340425531916,0.17872340425531916
46,5,0,7404,6,CCVE,189.8576,4.078,0.02127659574468085,0.02127659574468085,0.17872340425531916,0.17872340425531916
47,5,0,7404,6,CCALPeps,321.1818,316.5286,0.021305424609047913,0.02131176554778086,0.17868823445221915,0.17869457539095207
48,5,0,8638,6,CVE,2.8244,2.3306,0.09,0.09,0.10999999999999999,0.10999999999999999
49,5,0,8638,6,CCVE,210.6872,5.144,0.09,0.09,0.10999999999999999,0.10999999999999999
50,5,0,8638,6,CCALPeps,325.4856,320.5688,0.09009338085547125,0.09010181817020528,0.10989818182979472,0.10990661914452875
51,5,0,9872,6,CVE,2.6632,2.2022000000000004,0.03325942350332593,0.03325942350332593,0.16674057649667406,0.16674057649667406
52,5,0,9872,6,CCVE,197.0286,5.4646,0.023041474654377885,0.17978620019436345,0.02021379980563654,0.17695852534562212
53,5,0,9872,6,CCALPeps,307.8308,302.56600000000003,0.023172554988702215,0.1797670720441406,0.020232927955859382,0.1768274450112978
54,5,0,11106,6,CVE,2.8754,2.4006,0.011639309315710937,0.011639309315710937,0.18836069068428907,0.18836069068428907
55,5,0,11106,6,CCVE,203.3328,5.143,0.005814077308060909,0.027228040179525535,0.17277195982047447,0.19418592269193907
56,5,0,11106,6,CCALPeps,310.6704,306.1944,0.005853275019268445,0.02722207116530716,0.17277792883469284,0.19414672498073154
57,5,0,12340,6,CVE,2.8072000000000004,2.2876000000000003,0.12115384615384614,0.12115384615384614,0.07884615384615386,0.07884615384615386
58,5,0,12340,6,CCVE,193.0078,4.3204,0.12115384615384614,0.12115384615384614,0.07884615384615384,0.07884615384615384
59,5,0,12340,6,CCALPeps,316.5264,311.89799999999997,0.12111707556765847,0.12111707556765852,0.07888292443234149,0.07888292443234153
60,7,0,1234,6,CVE,4.573,4.1174,0.013139999999999999,0.013139999999999999,0.18686,0.18686
61,7,0,1234,6,CCVE,264.4476,13.619,0.004000000000000001,0.02142,0.17858000000000002,0.196
62,7,0,1234,6,CCALPeps,784.3151999999999,778.4958,0.012058182003427488,0.013396912477516088,0.18660308752248392,0.1879418179965725
63,7,0,2468,6,CVE,4.3672,3.7774,0.11969268292682926,0.11969268292682926,0.08030731707317074,0.08030731707317074
64,7,0,2468,6,CCVE,258.74580000000003,15.339000000000002,0.11969268292682926,0.11969268292682926,0.08030731707317074,0.08030731707317074
65,7,0,2468,6,CCALPeps,745.0537999999999,740.2762,0.1197069310476991,0.11973943690770435,0.08026056309229565,0.0802930689523009
66,7,0,3702,6,CVE,4.1898,3.7148000000000003,0.0329,0.0329,0.1671,0.1671
67,7,0,3702,6,CCVE,268.1222,11.357800000000001,0.0329,0.0329,0.1671,0.1671
68,7,0,3702,6,CCALPeps,821.5142,813.744,0.0329141686470661,0.032915077892334374,0.16708492210766562,0.16708583135293392
69,7,0,4936,6,CVE,4.6242,4.061400000000001,0.1650647795318454,0.1650647795318454,0.034935220468154594,0.034935220468154594
70,7,0,4936,6,CCVE,269.5768,12.565999999999999,0.1650647795318454,0.1650647795318454,0.034935220468154594,0.034935220468154594
71,7,0,4936,6,CCALPeps,754.9422000000001,749.8742,0.1650429605806746,0.16504366925677413,0.034956330743225864,0.034957039419325396
72,7,0,6170,6,CVE,3.95,3.5068000000000006,0.0020000000000000005,0.0020000000000000005,0.198,0.198
73,7,0,6170,6,CCVE,275.8056,12.3766,0.002,0.002,0.198,0.198
74,7,0,6170,6,CCALPeps,787.3965999999999,782.1314,0.00201959804019598,0.002019598040195982,0.19798040195980401,0.19798040195980401
75,7,0,7404,6,CVE,4.1524,3.6409999999999996,0.024919999999999994,0.024919999999999994,0.17508,0.17508
76,7,0,7404,6,CCVE,249.68900000000002,11.134,0.02492,0.02492,0.17508,0.17508
77,7,0,7404,6,CCALPeps,886.175,880.3828000000001,0.024941029633581004,0.024948637008980305,0.1750513629910197,0.175058970366419
78,7,0,8638,6,CVE,4.6594,4.0826,0.0418905768835968,0.0418905768835968,0.1581094231164032,0.1581094231164032
79,7,0,8638,6,CCVE,3074.1754,2826.1624,0.03766426112749906,0.04960108189554027,0.15039891810445974,0.16233573887250094
80,7,0,8638,6,CCALPeps,743.4104000000001,737.8046,0.03998483069922748,0.04728883900274065,0.15271116099725934,0.16001516930077253
81,7,0,9872,6,CVE,4.4314,3.8974,0.16688,0.16688,0.03312,0.03312
82,7,0,9872,6,CCVE,267.325,21.7228,0.16333999999999999,0.16885999999999998,0.03114,0.036660000000000005
83,7,0,9872,6,CCALPeps,800.8886,795.0556,0.16373368274927652,0.16839512278979027,0.03160487721020973,0.036266317250723455
84,7,0,11106,6,CVE,4.3478,3.8032000000000004,0.02926,0.02926,0.17074,0.17074
85,7,0,11106,6,CCVE,262.65420000000006,12.5942,0.02518,0.11800000000000002,0.08199999999999999,0.17482
86,7,0,11106,6,CCALPeps,767.4350000000001,762.3742,0.025228811248282107,0.11795143880593333,0.08204856119406669,0.1747711887517179
87,7,0,12340,6,CVE,4.2706,3.7486000000000006,0.15856513026052105,0.15856513026052105,0.04143486973947895,0.04143486973947895
88,7,0,12340,6,CCVE,14534.160399999999,14312.978600000002,0.15772362512751995,0.15982009633516764,0.04017990366483235,0.04227637487248006
89,7,0,12340,6,CCALPeps,634.1217999999999,628.3376000000001,0.15813774406744222,0.1593925182263618,0.040607481773638196,0.04186225593255779
90,9,0,1234,6,CVE,5.3788,4.7882,0.158187555138731,0.158187555138731,0.04181244486126896,0.04181244486126896
91,9,0,1234,6,CCVE,319.28740000000005,9.175,0.158187555138731,0.158187555138731,0.04181244486126896,0.04181244486126896
92,9,0,1234,6,CCALPeps,679.7632,671.708,0.15817583365854285,0.15818202992089064,0.041817970079109354,0.04182416634145718
93,9,0,2468,6,CVE,4.8538,4.355,0.1994639214890595,0.1994639214890595,0.0005360785109404867,0.0005360785109404867
94,9,0,2468,6,CCVE,315.645,9.152800000000001,0.1994639214890595,0.1994639214890595,0.0005360785109404868,0.0005360785109404868
95,9,0,2468,6,CCALPeps,767.4730000000001,760.9784000000001,0.19945331943340286,0.1994534713534206,0.0005465286465794078,0.0005466805665971423
96,9,0,3702,6,CVE,5.1298,4.577,0.1913415608976234,0.1913415608976234,0.008658439102376635,0.008658439102376635
97,9,0,3702,6,CCVE,311.99480000000005,14.237,0.17562520720769154,0.19207976984950195,0.00792023015049807,0.024374792792308447
98,9,0,3702,6,CCALPeps,690.8950000000001,683.9372,0.17550335427827687,0.1919147682676248,0.008085231732375209,0.024496645721723116
99,9,0,4936,6,CVE,5.1252,4.564400000000001,0.07475741978350066,0.07475741978350066,0.12524258021649934,0.12524258021649934
100,9,0,4936,6,CCVE,315.07620000000003,9.4558,0.07475741978350066,0.07475741978350066,0.12524258021649937,0.12524258021649937
101,9,0,4936,6,CCALPeps,797.5514,790.2212,0.07476989629653191,0.0747756636537268,0.1252243363462732,0.12523010370346807
102,9,0,6170,6,CVE,4.9188,4.396000000000001,0.1858680486346422,0.1858680486346422,0.01413195136535778,0.01413195136535778
103,9,0,6170,6,CCVE,327.01099999999997,9.7714,0.1858680486346422,0.1858680486346422,0.01413195136535778,0.01413195136535778
104,9,0,6170,6,CCALPeps,830.2120000000001,822.3790000000001,0.18584188884822664,0.18584337732990291,0.014156622670097077,0.014158111151773367
105,9,0,7404,6,CVE,5.005,4.4374,0.0656967218293397,0.0656967218293397,0.1343032781706603,0.1343032781706603
106,9,0,7404,6,CCVE,2688.1767999999997,2386.3050000000003,0.06279816344496399,0.06768119680165077,0.13231880319834924,0.13720183655503604
107,9,0,7404,6,CCALPeps,641.0129999999999,633.316,0.06448568529615656,0.0660001197327585,0.1339998802672415,0.13551431470384342
108,9,0,8638,6,CVE,4.9316,4.434,0.18058252427184468,0.18058252427184468,0.019417475728155338,0.019417475728155338
109,9,0,8638,6,CCVE,291.9946,9.0584,0.18058252427184468,0.18058252427184468,0.019417475728155338,0.019417475728155338
110,9,0,8638,6,CCALPeps,739.1816,731.7062,0.18053491259885107,0.18054111453408836,0.019458885465911634,0.019465087401148905
111,9,0,9872,6,CVE,5.6198,5.0394000000000005,0.13753853819563389,0.13753853819563389,0.062461461804366104,0.062461461804366104
112,9,0,9872,6,CCVE,324.089,12.7024,0.13480416727715788,0.1432951351006984,0.05670486489930161,0.06519583272284214
113,9,0,9872,6,CCALPeps,653.8658,646.8320000000001,0.13687996315980788,0.14112007701031995,0.05887992298968007,0.06312003684019211
114,9,0,11106,6,CVE,4.795,4.287599999999999,0.133793692125467,0.133793692125467,0.06620630787453304,0.06620630787453304
115,9,0,11106,6,CCVE,416.476,105.792,0.08797122856592383,0.14286393156977667,0.05713606843022334,0.11202877143407619
116,9,0,11106,6,CCALPeps,729.1476,723.2106,0.0938699734732776,0.13435776752338277,0.06564223247661723,0.1061300265267224
117,9,0,12340,6,CVE,4.795999999999999,4.325,0.10750022618293675,0.10750022618293675,0.09249977381706326,0.09249977381706326
118,9,0,12340,6,CCVE,343.94680000000005,17.997,0.07611966107556628,0.12340425531914893,0.07659574468085108,0.12388033892443366
119,9,0,12340,6,CCALPeps,775.0518,767.9096,0.07614679418487832,0.12335970574424526,0.07664029425575473,0.12385320581512167
120,11,0,1234,6,CVE,7.386599999999999,6.894,0.09978010420918673,0.09978010420918673,0.10021989579081328,0.10021989579081328
121,11,0,1234,6,CCVE,409.9246,31.323800000000006,0.09978010420918675,0.09978010420918675,0.10021989579081328,0.10021989579081328
122,11,0,1234,6,CCALPeps,1332.0840000000003,1324.5407999999998,0.09977324280933084,0.09977325307726108,0.10022674692273892,0.10022675719066916
123,11,0,2468,6,CVE,7.0120000000000005,6.5506,0.07753788285867813,0.07753788285867813,0.12246211714132187,0.12246211714132187
124,11,0,2468,6,CCVE,426.1298,47.0296,0.0775378828586781,0.0775378828586781,0.12246211714132187,0.12246211714132187
125,11,0,2468,6,CCALPeps,1392.8218000000002,1384.5135999999998,0.07752305118362793,0.07752425361767415,0.12247574638232583,0.12247694881637208
126,11,0,3702,6,CVE,7.1634,6.6476,0.05295999999999999,0.05295999999999999,0.14704,0.14704
127,11,0,3702,6,CCVE,377.4156,29.666000000000004,0.05296000000000001,0.05296000000000001,0.14704,0.14704
128,11,0,3702,6,CCALPeps,1235.1258,1226.386,0.05297701113644314,0.05297701113644321,0.1470229888635568,0.14702298886355686
129,11,0,4936,6,CVE,7.303,6.7368,0.011763426688632617,0.011763426688632617,0.1882365733113674,0.1882365733113674
130,11,0,4936,6,CCVE,376.16099999999994,37.608399999999996,0.011737924217462935,0.011793179571663922,0.18820682042833609,0.18826207578253706
131,11,0,4936,6,CCALPeps,1224.6232,1216.8252,0.011776825527927746,0.01178950790822246,0.18821049209177754,0.18822317447207226
132,11,0,6170,6,CVE,7.174600000000001,6.6512,0.06536727616157549,0.06536727616157549,0.13463272383842448,0.13463272383842448
133,11,0,6170,6,CCVE,399.8762,40.82359999999999,0.0653672761615755,0.0653672761615755,0.13463272383842448,0.13463272383842448
134,11,0,6170,6,CCALPeps,1494.7240000000002,1485.6572,0.0653691681772519,0.06537173754132429,0.1346282624586757,0.1346308318227481
135,11,0,7404,6,CVE,7.363600000000001,6.774199999999999,0.09076051366100535,0.09076051366100535,0.10923948633899465,0.10923948633899465
136,11,0,7404,6,CCVE,401.1734,28.156,0.09076051366100536,0.09076051366100536,0.10923948633899465,0.10923948633899465
137,11,0,7404,6,CCALPeps,1366.7952,1359.4343999999999,0.09076830656543552,0.09076859197712324,0.10923140802287676,0.10923169343456447
138,11,0,8638,6,CVE,7.2174000000000005,6.6714,0.13182925995556316,0.13182925995556316,0.06817074004443685,0.06817074004443685
139,11,0,8638,6,CCVE,23234.734800000002,22905.568,0.12824888940871942,0.13544129057057475,0.06455870942942524,0.07175111059128055
140,11,0,8638,6,CCALPeps,1299.0974,1290.1624,0.1318145396746432,0.1318652201630918,0.06813477983690822,0.0681854603253568
