,N,dovar,obsvar,target,seed,exovarsize,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1
0,3,0,-1,,1234,6,CVE,2.0198,1.6724,0.029000653167864144,0.029000653167864144,0.17099934683213586,0.17099934683213586
1,3,0,-1,,1234,6,CCVE,65.7938,3.5858000000000003,0.02900065316786415,0.02900065316786415,0.17099934683213586,0.17099934683213586
2,3,0,-1,,1234,6,CCALPeps,351.6086,349.34600000000006,0.02902801074283328,0.02903091924907959,0.1709690807509204,0.17097198925716672
3,3,0,-1,,2468,6,CVE,2.0726,1.6808,0.191929746554024,0.191929746554024,0.008070253445975988,0.008070253445975988
4,3,0,-1,,2468,6,CCVE,64.84440000000001,3.6546,0.191929746554024,0.191929746554024,0.008070253445975988,0.008070253445975988
5,3,0,-1,,2468,6,CCALPeps,335.353,333.1102,0.19191601524164376,0.191919019175092,0.008080980824908001,0.008083984758356248
6,3,0,-1,,3702,6,CVE,2.3112,1.8854,0.1894829097283085,0.1894829097283085,0.010517090271691495,0.010517090271691495
7,3,0,-1,,3702,6,CCVE,83.2996,18.7812,0.002296555167249126,0.196512641673932,0.003487358326068003,0.19770344483275087
8,3,0,-1,,3702,6,CCALPeps,335.31140000000005,333.0624,0.002386034632197845,0.19645997810496751,0.0035400218950324873,0.19761396536780212
9,3,0,-1,,4936,6,CVE,2.142,1.7114,0.04011976047904192,0.04011976047904192,0.1598802395209581,0.1598802395209581
10,3,0,-1,,4936,6,CCVE,65.329,4.0306,0.04011976047904192,0.04011976047904192,0.1598802395209581,0.1598802395209581
11,3,0,-1,,4936,6,CCALPeps,325.3802,323.0864,0.040141033401260295,0.04016427218325088,0.15983572781674912,0.15985896659873972
12,3,0,-1,,6170,6,CVE,2.1264000000000003,1.6809999999999998,0.010589754627636677,0.010589754627636677,0.1894102453723633,0.1894102453723633
13,3,0,-1,,6170,6,CCVE,65.01320000000001,4.1438000000000015,0.010589754627636677,0.010589754627636677,0.1894102453723633,0.1894102453723633
14,3,0,-1,,6170,6,CCALPeps,344.412,342.29,0.010597277624831028,0.010598414345572505,0.1894015856544275,0.18940272237516895
15,3,0,-1,,7404,6,CVE,1.9552,1.6058,0.19896467722289893,0.19896467722289893,0.0010353227771010963,0.0010353227771010963
16,3,0,-1,,7404,6,CCVE,92.9154,36.62560000000001,0.19472049689440996,0.2,0.0,0.0052795031055900615
17,3,0,-1,,7404,6,CCALPeps,340.8236,338.56900000000013,0.19471026496729585,0.1999788728819327,2.1127118067298945e-05,0.005289735032704157
18,3,0,-1,,8638,6,CVE,2.1732,1.754,0.0008714054525084028,0.0008714054525084028,0.1991285945474916,0.1991285945474916
19,3,0,-1,,8638,6,CCVE,64.42679999999999,3.858400000000001,0.0008714054525084033,0.0008714054525084033,0.1991285945474916,0.1991285945474916
20,3,0,-1,,8638,6,CCALPeps,355.914,353.5682,0.0008741881533313443,0.00087460176530406,0.19912539823469594,0.19912581184666867
21,3,0,-1,,9872,6,CVE,2.1202,1.7522000000000002,0.013807165744247013,0.013807165744247013,0.186192834255753,0.186192834255753
22,3,0,-1,,9872,6,CCVE,65.86760000000001,7.1514,0.006936923752378164,0.04936097699517182,0.15063902300482818,0.1930630762476218
23,3,0,-1,,9872,6,CCALPeps,331.403,329.069,0.0069851001716945025,0.049364114617092204,0.1506358853829078,0.1930148998283055
24,3,0,-1,,11106,6,CVE,2.1766,1.7686,0.011606991345664348,0.011606991345664348,0.18839300865433567,0.18839300865433567
25,3,0,-1,,11106,6,CCVE,79.62299999999998,18.2836,0.010277214334009466,0.16408243375858686,0.03591756624141315,0.18972278566599052
26,3,0,-1,,11106,6,CCALPeps,375.1014,372.69800000000004,0.01031208999575585,0.1640061454956797,0.035993854504320286,0.18968791000424415
27,3,0,-1,,12340,6,CVE,2.3044,1.8846,0.013129102844638954,0.013129102844638954,0.18687089715536104,0.18687089715536104
28,3,0,-1,,12340,6,CCVE,73.398,10.6538,0.008995502248875563,0.0263516583371195,0.1736483416628805,0.19100449775112446
29,3,0,-1,,12340,6,CCALPeps,356.2258,353.99800000000005,0.009012893595132628,0.02636112327653925,0.17363887672346073,0.19098710640486735
30,3,0,-1,1.0,1234,6,CVE,2.2948,1.9032,0.029000653167864144,0.029000653167864144,0.17099934683213586,0.17099934683213586
31,3,0,-1,1.0,1234,6,CCVE,68.2038,3.8598,0.02900065316786415,0.02900065316786415,0.17099934683213586,0.17099934683213586
32,3,0,-1,1.0,1234,6,CCALPeps,369.231,366.8844,0.02902801074283328,0.029030919249079582,0.1709690807509204,0.17097198925716672
33,3,0,-1,1.0,2468,6,CVE,2.3098,1.8482,0.191929746554024,0.191929746554024,0.008070253445975988,0.008070253445975988
34,3,0,-1,1.0,2468,6,CCVE,63.0012,3.3578,0.191929746554024,0.191929746554024,0.008070253445975988,0.008070253445975988
35,3,0,-1,1.0,2468,6,CCALPeps,330.6204,328.3672,0.19191601524164376,0.191919019175092,0.008080980824908001,0.008083984758356248
36,3,0,-1,1.0,3702,6,CVE,2.1866,1.7617999999999998,0.1894829097283085,0.1894829097283085,0.010517090271691495,0.010517090271691495
37,3,0,-1,1.0,3702,6,CCVE,79.4108,17.4846,0.002296555167249126,0.196512641673932,0.003487358326068003,0.19770344483275087
38,3,0,-1,1.0,3702,6,CCALPeps,334.8302,332.4946,0.002386034632197845,0.19645997810496751,0.003540021895032485,0.19761396536780212
39,3,0,-1,1.0,4936,6,CVE,2.2430000000000003,1.819,0.04011976047904192,0.04011976047904192,0.1598802395209581,0.1598802395209581
40,3,0,-1,1.0,4936,6,CCVE,63.4836,3.7764,0.04011976047904192,0.04011976047904192,0.1598802395209581,0.1598802395209581
41,3,0,-1,1.0,4936,6,CCALPeps,320.4264,318.1308,0.040141033401260295,0.04016427218325088,0.1598357278167491,0.15985896659873972
42,3,0,-1,1.0,6170,6,CVE,2.2222,1.8159999999999998,0.010589754627636677,0.010589754627636677,0.1894102453723633,0.1894102453723633
43,3,0,-1,1.0,6170,6,CCVE,66.5852,4.1462,0.010589754627636677,0.010589754627636677,0.1894102453723633,0.1894102453723633
44,3,0,-1,1.0,6170,6,CCALPeps,333.2522,331.1254,0.010597277624831028,0.010598414345572505,0.1894015856544275,0.18940272237516895
45,3,0,-1,1.0,7404,6,CVE,2.1398,1.7646000000000002,0.19896467722289893,0.19896467722289893,0.0010353227771010963,0.0010353227771010963
46,3,0,-1,1.0,7404,6,CCVE,96.0536,35.6216,0.19472049689440996,0.2,0.0,0.0052795031055900615
47,3,0,-1,1.0,7404,6,CCALPeps,344.7768,342.60119999999995,0.19471026496729585,0.1999788728819327,2.1127118067298945e-05,0.005289735032704157
48,3,0,-1,1.0,8638,6,CVE,2.282,1.822,0.0008714054525084028,0.0008714054525084028,0.1991285945474916,0.1991285945474916
49,3,0,-1,1.0,8638,6,CCVE,64.53779999999999,3.9158,0.0008714054525084033,0.0008714054525084033,0.1991285945474916,0.1991285945474916
50,3,0,-1,1.0,8638,6,CCALPeps,363.5538,361.37,0.0008741881533313443,0.0008746017653040603,0.19912539823469594,0.19912581184666867
51,3,0,-1,1.0,9872,6,CVE,2.4296,2.01,0.013807165744247013,0.013807165744247013,0.186192834255753,0.186192834255753
52,3,0,-1,1.0,9872,6,CCVE,66.44460000000001,7.5102,0.006936923752378164,0.04936097699517182,0.15063902300482818,0.1930630762476218
53,3,0,-1,1.0,9872,6,CCALPeps,308.7754000000001,306.7822,0.0069851001716945155,0.049364114617092204,0.1506358853829078,0.1930148998283055
54,3,0,-1,1.0,11106,6,CVE,2.1414,1.7162,0.011606991345664348,0.011606991345664348,0.18839300865433567,0.18839300865433567
55,3,0,-1,1.0,11106,6,CCVE,82.78540000000002,18.7306,0.010277214334009466,0.16408243375858686,0.03591756624141315,0.18972278566599052
56,3,0,-1,1.0,11106,6,CCALPeps,365.0274,362.3014,0.01031208999575585,0.1640061454956797,0.035993854504320286,0.18968791000424415
57,3,0,-1,1.0,12340,6,CVE,1.9602,1.61,0.013129102844638954,0.013129102844638954,0.18687089715536104,0.18687089715536104
58,3,0,-1,1.0,12340,6,CCVE,79.2206,9.9434,0.008995502248875563,0.0263516583371195,0.1736483416628805,0.19100449775112446
59,3,0,-1,1.0,12340,6,CCALPeps,351.6622000000001,349.4068000000001,0.009012893595132642,0.02636112327653924,0.17363887672346076,0.19098710640486732
60,4,0,-1,,1234,6,CVE,2.4376,1.9672,0.0,0.0,0.2,0.2
61,4,0,-1,,1234,6,CCVE,64.71979999999999,4.870199999999999,0.0,0.0,0.2,0.2
62,4,0,-1,,1234,6,CCALPeps,526.659,523.8556000000002,0.00028417864618986063,0.0002845097421958487,0.19971549025780416,0.19971582135381014
63,4,0,-1,,2468,6,CVE,2.325,1.8902,0.2,0.2,0.0,0.0
64,4,0,-1,,2468,6,CCVE,64.2146,5.0928,0.2,0.2,0.0,0.0
65,4,0,-1,,2468,6,CCALPeps,466.2896,463.6652,0.19999560365450356,0.19999560458105967,4.3954189403311695e-06,4.396345496467711e-06
66,4,0,-1,,3702,6,CVE,2.3192,1.8662,0.007060590886329494,0.007060590886329494,0.19293940911367047,0.19293940911367047
67,4,0,-1,,3702,6,CCVE,67.00519999999999,4.3662,7.690335811330429e-05,0.007353676838419211,0.1926463231615808,0.1999230966418867
68,4,0,-1,,3702,6,CCALPeps,475.57440000000014,473.1344,8.579582983138471e-05,0.007356307052954314,0.1926436929470457,0.1999142041701686
69,4,0,-1,,4936,6,CVE,2.3602,1.8726,0.07561859405735584,0.07561859405735584,0.12438140594264414,0.12438140594264414
70,4,0,-1,,4936,6,CCVE,64.53560000000002,4.7932,0.07561859405735584,0.07561859405735584,0.12438140594264414,0.12438140594264414
71,4,0,-1,,4936,6,CCALPeps,544.4395999999998,541.673,0.07563267453407553,0.07563909768295649,0.12436090231704353,0.12436732546592448
72,4,0,-1,,6170,6,CVE,2.5308,2.045,0.18182897862232775,0.18182897862232775,0.01817102137767221,0.01817102137767221
73,4,0,-1,,6170,6,CCVE,66.748,4.481,0.18182897862232775,0.18182897862232775,0.01817102137767221,0.01817102137767221
74,4,0,-1,,6170,6,CCALPeps,508.4108,505.7688,0.18179554657708374,0.181808324885902,0.01819167511409803,0.018204453422916232
75,4,0,-1,,7404,6,CVE,2.3216,1.8730000000000002,0.06585708550782818,0.06585708550782818,0.1341429144921718,0.1341429144921718
76,4,0,-1,,7404,6,CCVE,78.2504,18.7232,0.06375190645653281,0.06750125187781672,0.13249874812218326,0.13624809354346726
77,4,0,-1,,7404,6,CCALPeps,469.017,466.4526,0.06527565917112296,0.0659989574641292,0.1340010425358708,0.13472434082887702
78,4,0,-1,,8638,6,CVE,2.6662,2.1296,0.12545655783065854,0.12545655783065854,0.07454344216934146,0.07454344216934146
79,4,0,-1,,8638,6,CCVE,63.0472,4.8976000000000015,0.12545655783065854,0.12545655783065854,0.07454344216934146,0.07454344216934146
80,4,0,-1,,8638,6,CCALPeps,414.4352,411.62779999999987,0.12544605357324973,0.1254519951701109,0.0745480048298891,0.07455394642675027
81,4,0,-1,,9872,6,CVE,2.4038000000000004,1.9042,0.13489096573208725,0.13489096573208725,0.06510903426791277,0.06510903426791277
