,N,dovar,seed,exovarsize,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1,obsvar,target
0,18,0,1234,6,CVE,,,,,,,35.0,16.0
1,18,0,1234,6,CCVE,,,,,,,35.0,16.0
2,18,0,1234,6,CCALPeps,45621.336599999995,45600.061799999996,0.20444913728357883,0.2044639274015972,0.7955360725984029,0.7955508627164212,35.0,16.0
3,18,0,2468,6,CVE,,,,,,,35.0,16.0
4,18,0,2468,6,CCVE,,,,,,,35.0,16.0
5,18,0,2468,6,CCALPeps,41176.2064,41156.9234,0.06867244122763001,0.0686729539403823,0.9313270460596177,0.93132755877237,35.0,16.0
6,18,0,3702,6,CVE,,,,,,,35.0,16.0
7,18,0,3702,6,CCVE,,,,,,,35.0,16.0
8,18,0,3702,6,CCALPeps,42537.50140000001,42517.021199999996,0.3181121962815212,0.31813174601147765,0.6818682539885224,0.6818878037184788,35.0,16.0
9,18,0,4936,6,CVE,,,,,,,35.0,16.0
10,18,0,4936,6,CCVE,,,,,,,35.0,16.0
11,18,0,4936,6,CCALPeps,40905.93639999999,40884.5144,0.21558045251901223,0.2155831746721718,0.7844168253278282,0.7844195474809877,35.0,16.0
12,18,0,6170,6,CVE,,,,,,,35.0,16.0
13,18,0,6170,6,CCVE,,,,,,,35.0,16.0
14,18,0,6170,6,CCALPeps,40355.4762,40336.7028,0.508052932303563,0.5080531125306438,0.4919468874693563,0.49194706769643703,35.0,16.0
15,18,0,7404,6,CVE,,,,,,,35.0,16.0
16,18,0,7404,6,CCVE,,,,,,,35.0,16.0
17,18,0,7404,6,CCALPeps,45566.8058,45546.407999999996,0.08519081136619222,0.08520738529727523,0.9147926147027248,0.9148091886338078,35.0,16.0
18,18,0,8638,6,CVE,,,,,,,35.0,16.0
19,18,0,8638,6,CCVE,,,,,,,35.0,16.0
20,18,0,8638,6,CCALPeps,42308.50259999999,42285.1378,0.43755087803077863,0.43758913079031864,0.5624108692096814,0.5624491219692214,35.0,16.0
21,18,0,9872,6,CVE,,,,,,,35.0,16.0
22,18,0,9872,6,CCVE,,,,,,,35.0,16.0
