,N,dovar,obsvar,seed,exovarsize,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1
0,3,0,-1,1234,6,CCVE,457.11,30.449,0.14500326583932074,0.14500326583932074,0.8549967341606792,0.8549967341606792
1,3,0,-1,1234,6,CCALPeps,707.223,653.202,0.1451400537141664,0.1451545962453979,0.854845403754602,0.8548599462858336
2,3,0,-1,1851,6,CCVE,474.184,35.591,0.034050179211469536,0.9704301075268817,0.029569892473118278,0.9659498207885305
3,3,0,-1,1851,6,CCALPeps,580.565,527.738,0.034366294089213614,0.9702499284853675,0.029750071514632517,0.9656337059107863
4,3,0,-1,2468,6,CCVE,470.302,30.134,0.9596487327701201,0.9596487327701201,0.040351267229879945,0.040351267229879945
5,3,0,-1,2468,6,CCALPeps,613.136,560.275,0.9595800762082187,0.95959509587546,0.04040490412454001,0.04041992379178124
6,3,0,-1,3085,6,CCVE,477.584,32.286,0.08714250794426788,0.08714250794426788,0.9128574920557321,0.9128574920557321
7,3,0,-1,3085,6,CCALPeps,605.829,554.74,0.08718243380235935,0.08721656282255599,0.912783437177444,0.9128175661976407
8,3,0,-1,3702,6,CCVE,499.256,68.469,0.01148277583624563,0.9825632083696599,0.017436791630340013,0.9885172241637544
9,3,0,-1,3702,6,CCALPeps,603.45,553.245,0.011930173160989224,0.9822998905248376,0.01770010947516243,0.9880698268390108
10,3,0,-1,4319,6,CCVE,454.08,31.958,0.08388814913448733,0.08388814913448733,0.9161118508655126,0.9161118508655126
11,3,0,-1,4319,6,CCALPeps,592.608,543.878,0.08400640481225839,0.08400640481225856,0.9159935951877415,0.9159935951877416
12,3,0,-1,4936,6,CCVE,475.549,32.414,0.20059880239520958,0.20059880239520958,0.7994011976047904,0.7994011976047904
13,3,0,-1,4936,6,CCALPeps,565.485,514.893,0.20070516700630148,0.2008213609162544,0.7991786390837456,0.7992948329936985
14,3,0,-1,5553,6,CCVE,453.107,34.601,0.21694820605891385,0.21694820605891385,0.7830517939410861,0.7830517939410861
15,3,0,-1,5553,6,CCALPeps,651.216,597.697,0.21706599542733,0.2170659954273301,0.7829340045726699,0.78293400457267
16,3,0,-1,6170,6,CCVE,486.64,33.083,0.05294877313818338,0.05294877313818338,0.9470512268618166,0.9470512268618166
17,3,0,-1,6170,6,CCALPeps,610.752,561.245,0.05298638812415514,0.05299207172786253,0.9470079282721374,0.9470136118758449
18,3,0,-1,6787,6,CCVE,505.74,82.199,0.0,0.9892745709828394,0.010725429017160686,1.0
19,3,0,-1,6787,6,CCALPeps,604.808,552.45,0.004351206823484698,0.9892136245279752,0.010786375472024767,0.9956487931765153
20,3,0,-1,7404,6,CCVE,502.432,80.929,0.9736024844720497,1.0,0.0,0.02639751552795031
21,3,0,-1,7404,6,CCALPeps,665.726,610.161,0.9735513248364792,0.9998943644096635,0.00010563559033649472,0.026448675163520785
22,3,0,-1,8021,6,CCVE,478.058,32.657,0.9783132530120481,0.9783132530120481,0.02168674698795181,0.02168674698795181
23,3,0,-1,8021,6,CCALPeps,652.515,600.553,0.9781057674066496,0.9782074528295187,0.0217925471704813,0.021894232593350417
24,3,0,-1,8638,6,CCVE,461.854,30.508,0.004357027262542016,0.004357027262542016,0.995642972737458,0.995642972737458
25,3,0,-1,8638,6,CCALPeps,618.682,563.433,0.004370940766656723,0.0043730088265202995,0.9956269911734797,0.9956290592333433
26,3,0,-1,9255,6,CCVE,532.469,87.162,0.8620689655172413,0.9817532725109084,0.01824672748909163,0.1379310344827586
27,3,0,-1,9255,6,CCALPeps,564.733,515.722,0.8620895001510303,0.9813859277472579,0.01861407225274217,0.1379104998489697
28,3,0,-1,9872,6,CCVE,470.97,44.455,0.03468461876189082,0.2468048849758591,0.7531951150241409,0.9653153812381091
29,3,0,-1,9872,6,CCALPeps,568.463,517.026,0.0349255008584725,0.24682057308546101,0.753179426914539,0.9650744991415275
30,3,0,-1,10489,6,CCVE,469.951,33.008,0.08238636363636365,0.08238636363636365,0.9176136363636366,0.9176136363636366
31,3,0,-1,10489,6,CCALPeps,662.861,611.279,0.08252036692299478,0.08252036692299487,0.9174796330770051,0.9174796330770052
32,3,0,-1,11106,6,CCVE,462.629,58.076,0.05138607167004733,0.8204121687929343,0.17958783120706576,0.9486139283299527
33,3,0,-1,11106,6,CCALPeps,667.759,614.203,0.05156044997877924,0.8200307274783986,0.17996927252160144,0.9484395500212208
34,3,0,-1,11723,6,CCVE,465.795,32.492,0.6937027707808564,0.6937027707808564,0.3062972292191436,0.3062972292191436
35,3,0,-1,11723,6,CCALPeps,633.822,580.507,0.69365370650045,0.6937019355496412,0.30629806445035884,0.30634629349955
36,3,0,-1,12340,6,CCVE,475.948,53.213,0.044977511244377814,0.1317582916855975,0.8682417083144025,0.9550224887556221
37,3,0,-1,12340,6,CCALPeps,648.825,594.511,0.045064467975663144,0.13180561638269628,0.8681943836173037,0.9549355320243369
38,3,0,-1,12957,6,CCVE,490.068,40.918,0.7361376673040153,0.7803468208092486,0.2196531791907514,0.26386233269598475
39,3,0,-1,12957,6,CCALPeps,685.914,631.937,0.7361252600410904,0.7801810214931466,0.2198189785068534,0.26387473995890964
40,3,0,-1,13574,6,CCVE,480.433,31.964,0.0,0.0,1.0,1.0
41,3,0,-1,13574,6,CCALPeps,636.965,584.11,0.00036163135655715756,0.00036174425155061736,0.9996382557484493,0.9996383686434428
42,3,0,-1,14191,6,CCVE,475.941,54.447,0.25301204819277107,0.6476426799007444,0.3523573200992555,0.7469879518072289
43,3,0,-1,14191,6,CCALPeps,608.501,557.903,0.25340460197267706,0.6474552840038613,0.3525447159961387,0.746595398027323
44,3,0,-1,14808,6,CCVE,509.291,92.017,0.7054973821989529,0.9805093555093555,0.019490644490644488,0.29450261780104714
45,3,0,-1,14808,6,CCALPeps,596.068,543.809,0.7055164464261097,0.9803162594645413,0.01968374053545877,0.29448355357389033
46,3,0,-1,15425,6,CCVE,467.71,33.775,0.02304540798907477,0.02304540798907477,0.9769545920109253,0.9769545920109253
47,3,0,-1,15425,6,CCALPeps,646.988,594.338,0.023119327515228088,0.0231626225378608,0.9768373774621392,0.976880672484772
48,3,0,-1,16042,6,CCVE,496.472,58.6,0.37113402061855677,0.8665207877461707,0.1334792122538293,0.6288659793814432
49,3,0,-1,16042,6,CCALPeps,687.889,634.879,0.3717825065758892,0.8644987490517998,0.1355012509482002,0.6282174934241108
50,3,0,-1,16659,6,CCVE,526.666,88.616,0.4206672091131,0.9892521271831616,0.010747872816838333,0.5793327908868998
51,3,0,-1,16659,6,CCALPeps,556.1,503.688,0.421070978639231,0.9891873178863378,0.010812682113662153,0.578929021360769
52,3,0,-1,17276,6,CCVE,442.851,32.35,0.22580645161290322,0.22580645161290322,0.7741935483870969,0.7741935483870969
