,N,dovar,seed,exovarsize,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1
0,3,0,1234,6,CVE,2.6382000000000003,2.1206,0.11399999999999999,0.11399999999999999,0.086,0.086
1,3,0,1234,6,CCVE,151.8728,4.6364,0.11399999999999999,0.11399999999999999,0.08600000000000001,0.08600000000000001
2,3,0,1234,6,CCALPeps,336.06199999999995,332.148,0.11399320640528454,0.11399380355061584,0.08600619644938416,0.08600679359471546
3,3,0,2468,6,CVE,2.7506,2.2244,0.019999999999999997,0.019999999999999997,0.18,0.18
4,3,0,2468,6,CCVE,132.8032,4.5926,0.02,0.02,0.18,0.18
5,3,0,2468,6,CCALPeps,326.4322,322.53340000000003,0.02001629088879505,0.020017143819398293,0.1799828561806017,0.17998370911120495
6,3,0,3702,6,CVE,2.5984000000000003,2.1532,0.194,0.194,0.006,0.006
7,3,0,3702,6,CCVE,232.3234,96.95700000000001,0.049616368286445015,0.1999369018824272,6.309811757282573e-05,0.150383631713555
8,3,0,3702,6,CCALPeps,344.9474,341.1408,0.19325777667291935,0.19397352908190008,0.006026470918099935,0.006742223327080653
9,3,0,4936,6,CVE,2.7894,2.3122,0.13,0.13,0.07,0.07
10,3,0,4936,6,CCVE,139.30239999999998,4.6694,0.13,0.13,0.06999999999999998,0.06999999999999998
11,3,0,4936,6,CCALPeps,347.996,343.81339999999994,0.12991015765127076,0.1299809965649171,0.07001900343508291,0.07008984234872924
12,3,0,6170,6,CVE,2.5808,2.1368,0.054000000000000006,0.054000000000000006,0.146,0.146
13,3,0,6170,6,CCVE,140.2356,4.9266,0.05400000000000001,0.05400000000000001,0.14600000000000002,0.14600000000000002
14,3,0,6170,6,CCALPeps,356.63579999999996,352.6306,0.0540048077241697,0.05400919175396555,0.14599080824603444,0.1459951922758303
15,3,0,7404,6,CVE,2.642,2.1366,0.136,0.136,0.064,0.064
16,3,0,7404,6,CCVE,220.3136,88.89000000000001,0.13374741200828158,0.13821138211382114,0.06178861788617888,0.06625258799171842
17,3,0,7404,6,CCALPeps,356.275,352.40600000000006,0.13598720416698984,0.13599257564579856,0.06400742435420145,0.06401279583301016
18,3,0,8638,6,CVE,2.4508,2.0144,0.15799999999999997,0.15799999999999997,0.041999999999999996,0.041999999999999996
19,3,0,8638,6,CCVE,136.3496,4.5602,0.158,0.158,0.04200000000000001,0.04200000000000001
20,3,0,8638,6,CCALPeps,336.6946,332.746,0.15799200521352944,0.1580079016627257,0.04199209833727428,0.04200799478647056
21,3,0,9872,6,CVE,2.4866,2.0356,0.06799999999999999,0.06799999999999999,0.13199999999999998,0.13199999999999998
22,3,0,9872,6,CCVE,235.1648,108.85719999999999,0.01312741312741313,0.15813953488372093,0.04186046511627908,0.18687258687258687
23,3,0,9872,6,CCALPeps,323.1184,319.48040000000003,0.06801694379379032,0.06834472809282598,0.13165527190717402,0.1319830562062097
24,3,0,11106,6,CVE,2.5484,2.1002,0.05,0.05,0.15000000000000002,0.15000000000000002
25,3,0,11106,6,CCVE,234.72599999999997,102.5866,0.0058823529411764705,0.15714285714285714,0.04285714285714286,0.19411764705882353
26,3,0,11106,6,CCALPeps,334.37399999999997,330.65,0.05000601325118766,0.050009635382750606,0.1499903646172494,0.14999398674881234
27,3,0,12340,6,CVE,2.4728000000000003,2.0156,0.196,0.196,0.004000000000000001,0.004000000000000001
28,3,0,12340,6,CCVE,252.11360000000005,99.3832,0.19240837696335078,0.1979108635097493,0.0020891364902506965,0.007591623036649213
29,3,0,12340,6,CCALPeps,340.20619999999997,335.9442,0.19597887127703412,0.19598031893629497,0.0040196810637050375,0.004021128722965894
30,4,0,1234,6,CVE,2.7452,2.2236000000000002,0.09223454833597468,0.09223454833597468,0.10776545166402533,0.10776545166402533
31,4,0,1234,6,CCVE,156.4004,4.2512,0.09223454833597465,0.09223454833597465,0.10776545166402536,0.10776545166402536
32,4,0,1234,6,CCALPeps,383.2196,378.56239999999997,0.09226937827598487,0.0922752034435936,0.1077247965564064,0.10773062172401512
33,4,0,2468,6,CVE,2.5972,2.0829999999999997,0.039865621500559924,0.039865621500559924,0.1601343784994401,0.1601343784994401
34,4,0,2468,6,CCVE,150.27360000000002,4.442,0.03986562150055992,0.03986562150055992,0.1601343784994401,0.1601343784994401
35,4,0,2468,6,CCALPeps,320.4242,315.89399999999995,0.03996986140400298,0.03998224982098985,0.16001775017901015,0.16003013859599702
36,4,0,3702,6,CVE,2.539,2.0442,0.0,0.0,0.2,0.2
37,4,0,3702,6,CCVE,246.311,102.78479999999999,0.0,0.0,0.2,0.2
38,4,0,3702,6,CCALPeps,,,,,,
39,4,0,4936,6,CVE,2.3876000000000004,1.9002,0.011993185689948891,0.011993185689948891,0.18800681431005112,0.18800681431005112
40,4,0,4936,6,CCVE,157.82099999999997,4.5052,0.011993185689948895,0.011993185689948895,0.18800681431005112,0.18800681431005112
41,4,0,4936,6,CCALPeps,362.80539999999996,358.7794,0.012005810026818596,0.012013984654082053,0.18798601534591794,0.1879941899731814
42,4,0,6170,6,CVE,2.5726,2.0602,0.03780160857908847,0.03780160857908847,0.16219839142091153,0.16219839142091153
43,4,0,6170,6,CCVE,158.0948,4.312,0.03780160857908847,0.03780160857908847,0.16219839142091153,0.16219839142091153
44,4,0,6170,6,CCALPeps,339.33900000000006,334.959,0.037817876104677545,0.03782134959968275,0.16217865040031726,0.16218212389532244
45,4,0,7404,6,CVE,2.5317999999999996,2.0219999999999994,0.19817232375979113,0.19817232375979113,0.001827676240208877,0.001827676240208877
46,4,0,7404,6,CCVE,157.09359999999998,14.6792,0.1908296943231441,0.2,0.0,0.009170305676855894
47,4,0,7404,6,CCALPeps,323.787,319.4712,0.1908145950364614,0.19996256770150117,3.7432298498840666e-05,0.009185404963538613
48,4,0,8638,6,CVE,2.8644,2.2788,0.0016587677725118488,0.0016587677725118488,0.19834123222748817,0.19834123222748817
49,4,0,8638,6,CCVE,153.9996,3.9662000000000006,0.0016587677725118486,0.0016587677725118486,0.19834123222748817,0.19834123222748817
50,4,0,8638,6,CCALPeps,348.5378,343.7976,0.001662567877615392,0.0016633513864237643,0.19833664861357622,0.1983374321223846
51,4,0,9872,6,CVE,2.5504000000000002,2.0438,0.010579345088161208,0.010579345088161208,0.1894206549118388,0.1894206549118388
52,4,0,9872,6,CCVE,161.7018,9.9866,0.005269761606022585,0.039588688946015416,0.1604113110539846,0.1947302383939774
53,4,0,9872,6,CCALPeps,333.61539999999997,329.17719999999997,0.005307705166389172,0.03959768255613939,0.16040231744386063,0.19469229483361083
54,4,0,11106,6,CVE,2.6904,2.1634,0.017367811655731376,0.017367811655731376,0.18263218834426861,0.18263218834426861
55,4,0,11106,6,CCVE,168.1544,17.5618,0.015432098765432098,0.17515923566878983,0.024840764331210193,0.1845679012345679
