PNS,effect,cause,model
0.08687839431721928,0,3,triangolo_biashard_13.uai
0.14569177209626838,0,3,triangolo_biashard_170.uai
0.10522686058634162,0,3,triangolo_biashard_164.uai
0.11699965338349008,0,3,triangolo_biashard_158.uai
0.10112245311817705,0,3,triangolo_biashard_7.uai
0.06897212841320077,0,3,triangolo_biashard_6.uai
0.08986699848602368,0,3,triangolo_biashard_159.uai
0.08892950838512155,0,3,triangolo_biashard_165.uai
0.0628457596265586,0,3,triangolo_biashard_171.uai
0.07652484005628887,0,3,triangolo_biashard_12.uai
0.10726466203466405,0,3,triangolo_biashard_10.uai
0.03755544142098112,0,3,triangolo_biashard_38.uai
0.05186886937188284,0,3,triangolo_biashard_198.uai
0.07925496420441766,0,3,triangolo_biashard_167.uai
0.09191753274424999,0,3,triangolo_biashard_173.uai
0.04544218479898728,0,3,triangolo_biashard_5.uai
0.11590289178838667,0,3,triangolo_biashard_172.uai
0.07856571945060728,0,3,triangolo_biashard_166.uai
0.05660092075067176,0,3,triangolo_biashard_39.uai
0.04745429404393352,0,3,triangolo_biashard_11.uai
0.0891852098369164,0,3,triangolo_biashard_29.uai
0.12349037741800956,0,3,triangolo_biashard_15.uai
0.04539282420192151,0,3,triangolo_biashard_200.uai
0.10877298643843411,0,3,triangolo_biashard_189.uai
0.11956264105176283,0,3,triangolo_biashard_162.uai
0.09477002852831318,0,3,triangolo_biashard_176.uai
0.13860603140924693,0,3,triangolo_biashard_1.uai
0.0700527233500052,0,3,triangolo_biashard_0.uai
0.09030733706227867,0,3,triangolo_biashard_163.uai
0.06558037130858158,0,3,triangolo_biashard_188.uai
0.1800600011366465,0,3,triangolo_biashard_14.uai
0.052727626936427976,0,3,triangolo_biashard_28.uai
0.05200686850297997,0,3,triangolo_biashard_16.uai
0.11692531704325931,0,3,triangolo_biashard_149.uai
0.16007612547678265,0,3,triangolo_biashard_175.uai
0.07936232150397002,0,3,triangolo_biashard_161.uai
0.07355271278305761,0,3,triangolo_biashard_2.uai
0.07512994016035274,0,3,triangolo_biashard_3.uai
0.03040228939034488,0,3,triangolo_biashard_160.uai
0.1002579752474945,0,3,triangolo_biashard_174.uai
0.052528731504164795,0,3,triangolo_biashard_17.uai
0.07139334268339381,0,3,triangolo_biashard_113.uai
0.054572264677087104,0,3,triangolo_biashard_107.uai
0.07101720211211372,0,3,triangolo_biashard_106.uai
0.04471117811079319,0,3,triangolo_biashard_112.uai
0.06750933737163307,0,3,triangolo_biashard_104.uai
0.0904497612112153,0,3,triangolo_biashard_110.uai
0.09604954618022743,0,3,triangolo_biashard_138.uai
0.07790771221823942,0,3,triangolo_biashard_139.uai
0.11280088793201892,0,3,triangolo_biashard_111.uai
0.084225351052968,0,3,triangolo_biashard_129.uai
0.0413389466811756,0,3,triangolo_biashard_101.uai
0.1280081766754287,0,3,triangolo_biashard_115.uai
0.053806331916846944,0,3,triangolo_biashard_114.uai
0.060533734916605256,0,3,triangolo_biashard_100.uai
0.04911455949719423,0,3,triangolo_biashard_128.uai
0.12949476809602858,0,3,triangolo_biashard_49.uai
0.053709245942684725,0,3,triangolo_biashard_102.uai
0.11743948185918154,0,3,triangolo_biashard_103.uai
0.07011851210516151,0,3,triangolo_biashard_117.uai
0.15854828260867693,0,3,triangolo_biashard_48.uai
0.13517909883433907,0,3,triangolo_biashard_45.uai
0.09514835232848734,0,3,triangolo_biashard_132.uai
0.11777617105544615,0,3,triangolo_biashard_126.uai
0.05878866554297015,0,3,triangolo_biashard_127.uai
0.07480017984497059,0,3,triangolo_biashard_133.uai
0.06654097935985386,0,3,triangolo_biashard_44.uai
