,pns_low,pns_up,num_points,idx,time
0,0.033777441578130334,0.033777441578130334,1,19,2059
1,0.033777441578130334,0.059322951288128555,2,24,3742
2,0.033777441578130334,0.09512153797748304,3,16,5177
3,0.033777441578130334,0.09512153797748304,4,2,6960
4,0.033777441578130334,0.09512153797748304,5,3,8425
5,0.033777441578130334,0.09512153797748304,6,1,9961
6,0.033628886302679524,0.09512153797748304,7,13,11337
7,0.033628886302679524,0.09512153797748304,8,0,13618
8,0.033628886302679524,0.09512153797748304,9,21,15238
9,0.033628886302679524,0.09512153797748304,10,9,16595
10,0.033628886302679524,0.09701342126010103,11,15,18857
11,0.033628886302679524,0.09701342126010103,12,23,20453
12,0.033628886302679524,0.09701342126010103,13,11,22386
13,0.033628886302679524,0.09701342126010103,14,8,24209
14,0.033628886302679524,0.09701342126010103,15,25,25754
15,0.033628886302679524,0.09701342126010103,16,4,28493
16,0.033628886302679524,0.09701342126010103,17,27,30813
17,0.033628886302679524,0.09701342126010103,18,20,31697
18,0.033628886302679524,0.09731562296462881,19,26,33018
19,0.033628886302679524,0.09731562296462881,20,14,34344
