,pns_low,pns_up,num_points,idx,time
0,0.09701342126010103,0.09701342126010103,1,15,2256
1,0.08935969252182954,0.09701342126010103,2,27,3900
2,0.08935969252182954,0.09701342126010103,3,16,6310
3,0.033628886302679524,0.09701342126010103,4,13,7642
4,0.033628886302679524,0.09701342126010103,5,14,9792
5,0.033628886302679524,0.09701342126010103,6,8,11364
6,0.033628886302679524,0.09701342126010103,7,24,13141
7,0.033628886302679524,0.09701342126010103,8,5,15721
8,0.033628886302679524,0.09701342126010103,9,25,17773
9,0.033628886302679524,0.09701342126010103,10,11,19031
10,0.033628886302679524,0.09701342126010103,11,22,21060
11,0.033628886302679524,0.09701342126010103,12,9,24199
12,0.033628886302679524,0.09701342126010103,13,4,25974
13,0.033628886302679524,0.09701342126010103,14,17,27864
14,0.033628886302679524,0.09731562296462881,15,26,30848
15,0.033628886302679524,0.09731562296462881,16,19,30691
16,0.033628886302679524,0.09731562296462881,17,2,31344
17,0.033628886302679524,0.09731562296462881,18,23,33421
18,0.033628886302679524,0.09731562296462881,19,10,36974
19,0.033628886302679524,0.09731562296462881,20,20,38889
