,pns_low,pns_up,num_points,idx,time
0,0.093905577947186,0.093905577947186,1,23,2263
1,0.04894229646691946,0.093905577947186,2,2,4686
2,0.0375013362153169,0.093905577947186,3,11,5856
3,0.0375013362153169,0.093905577947186,4,7,7447
4,0.0375013362153169,0.09475559343761193,5,21,10420
5,0.0375013362153169,0.09506619028892081,6,18,11786
6,0.0340683019854266,0.09506619028892081,7,10,13326
7,0.033777441578130334,0.09506619028892081,8,19,15915
8,0.033777441578130334,0.09506619028892081,9,3,17087
9,0.033777441578130334,0.09506619028892081,10,27,19565
10,0.033777441578130334,0.09506619028892081,11,24,21071
11,0.033777441578130334,0.09731562296462881,12,26,24209
12,0.033777441578130334,0.09731562296462881,13,4,26088
13,0.033777441578130334,0.09731562296462881,14,20,27945
14,0.033628886302679524,0.09731562296462881,15,13,29579
15,0.033628886302679524,0.09731562296462881,16,15,31874
16,0.033628886302679524,0.09731562296462881,17,5,34360
17,0.033628886302679524,0.09731562296462881,18,8,36488
18,0.033628886302679524,0.09731562296462881,19,12,38574
19,0.033628886302679524,0.09731562296462881,20,0,40449
