,pns_low,pns_up,num_points,idx,time
0,0.08971049021237283,0.08971049021237283,1,3,2172
1,0.08935969252182954,0.08971049021237283,2,27,4228
2,0.07985422417371416,0.08971049021237283,3,6,5928
3,0.033777441578130334,0.08971049021237283,4,19,7668
4,0.033777441578130334,0.09423791839657636,5,4,9439
5,0.033777441578130334,0.09423791839657636,6,1,11465
6,0.033777441578130334,0.09423791839657636,7,11,13280
7,0.033777441578130334,0.09423791839657636,8,25,14440
8,0.033777441578130334,0.09423791839657636,9,5,16907
9,0.033777441578130334,0.09648896870633024,10,8,18739
10,0.033777441578130334,0.09648896870633024,11,24,20748
11,0.033777441578130334,0.09648896870633024,12,20,22835
12,0.033777441578130334,0.09701342126010103,13,15,24330
13,0.033777441578130334,0.09701342126010103,14,10,26601
14,0.033777441578130334,0.09701342126010103,15,21,27914
15,0.033777441578130334,0.09731562296462881,16,26,29954
16,0.033628886302679524,0.09731562296462881,17,13,31383
17,0.033628886302679524,0.09731562296462881,18,18,33289
18,0.033628886302679524,0.09731562296462881,19,14,35373
19,0.033628886302679524,0.09731562296462881,20,7,37627
