,treewidth,variable,value,n
0,2.0,error_r_20,0.16837117628581785,20
1,2.0,error_r_20,0.061246933095818155,20
2,2.0,error_r_20,0.13702699560361506,20
3,2.0,error_r_20,0.1925793933389344,20
4,2.0,error_r_20,0.010941101099199645,20
5,2.0,error_r_20,0.0431898091656737,20
6,2.0,error_r_20,0.008832671390734416,20
7,2.0,error_r_20,0.0027540782970752013,20
8,2.0,error_r_20,0.0027540782970752013,20
9,3.0,error_r_20,0.10760098572288469,20
10,3.0,error_r_20,0.15193353943291615,20
11,3.0,error_r_20,0.22726160506848653,20
12,3.0,error_r_20,0.0,20
13,3.0,error_r_20,0.005211105092893723,20
14,3.0,error_r_20,0.0,20
15,3.0,error_r_20,0.048408909528922246,20
16,3.0,error_r_20,0.07020008963598408,20
17,3.0,error_r_20,0.06510350089928954,20
18,3.0,error_r_20,0.0008801391432896557,20
19,3.0,error_r_20,0.002678134328551215,20
20,3.0,error_r_20,0.07506212689795784,20
21,3.0,error_r_20,0.13628282476148154,20
22,3.0,error_r_20,0.16445648474226077,20
23,3.0,error_r_20,0.2190478542781546,20
24,3.0,error_r_20,0.05906945286149455,20
25,3.0,error_r_20,0.0001548327534048508,20
26,3.0,error_r_20,0.0001548327534048508,20
27,3.0,error_r_20,0.35435996763168753,20
28,3.0,error_r_20,0.2494444375933463,20
29,3.0,error_r_20,0.41614747712345934,20
30,3.0,error_r_20,0.26513194130333734,20
31,3.0,error_r_20,0.06663478622530206,20
32,3.0,error_r_20,0.26512329335102847,20
33,3.0,error_r_20,0.14252097640844344,20
34,3.0,error_r_20,0.15018355695010968,20
35,3.0,error_r_20,0.16075714624409634,20
36,3.0,error_r_20,0.05852191136076787,20
37,3.0,error_r_20,0.0005646332939410208,20
38,3.0,error_r_20,0.4176629680728574,20
39,3.0,error_r_20,0.12578392803645846,20
40,3.0,error_r_20,0.10904428997083875,20
41,3.0,error_r_20,0.0,20
42,3.0,error_r_20,0.0,20
43,3.0,error_r_20,0.07551471421105767,20
44,3.0,error_r_20,0.07551471421105686,20
45,3.0,error_r_20,0.10327465959720185,20
46,3.0,error_r_20,0.047889957877006784,20
47,3.0,error_r_20,0.11501150859955987,20
48,3.0,error_r_20,0.04892241925383604,20
49,3.0,error_r_20,0.011434857477720111,20
50,3.0,error_r_20,0.038967774116958794,20
51,3.0,error_r_20,0.0036855196403722703,20
52,3.0,error_r_20,0.13912926660425617,20
53,3.0,error_r_20,0.13912926660425617,20
54,3.0,error_r_20,0.11307807620736292,20
55,3.0,error_r_20,0.030267059981688237,20
56,3.0,error_r_20,0.33969291811088126,20
57,3.0,error_r_20,0.059062618965381494,20
58,3.0,error_r_20,0.20319329664270394,20
59,3.0,error_r_20,0.08770511144503815,20
60,3.0,error_r_20,0.0,20
61,3.0,error_r_20,0.061042627424532495,20
62,3.0,error_r_20,0.012015467109051778,20
63,2.0,error_r_20,0.31477017705900334,20
64,2.0,error_r_20,0.17907041732802773,20
65,2.0,error_r_20,0.19813435910918603,20
66,2.0,error_r_20,0.21572606800566643,20
67,2.0,error_r_20,0.2084793894521938,20
68,2.0,error_r_20,0.03305501203951818,20
69,2.0,error_r_20,0.02936072408563091,20
70,2.0,error_r_20,0.029360724085631167,20
71,2.0,error_r_20,0.029360724085631503,20
72,3.0,error_r_20,0.0,20
73,3.0,error_r_20,0.298165832048656,20
74,3.0,error_r_20,0.07560536738325657,20
75,3.0,error_r_20,0.019937574904268084,20
76,3.0,error_r_20,0.006976307990601459,20
77,3.0,error_r_20,0.1773620355584017,20
78,3.0,error_r_20,0.18278481871397412,20
79,3.0,error_r_20,0.2435192427462762,20
80,3.0,error_r_20,0.22255882514804315,20
81,2.0,error_r_20,0.26941022969404027,20
82,2.0,error_r_20,0.1330445317923178,20
83,2.0,error_r_20,0.02565983518750001,20
84,2.0,error_r_20,0.06580539567441027,20
85,2.0,error_r_20,0.06485316737476395,20
86,2.0,error_r_20,0.07054572311647157,20
87,2.0,error_r_20,0.0614911361482253,20
88,2.0,error_r_20,0.048135425837051216,20
89,2.0,error_r_20,0.045302423847776906,20
90,3.0,error_r_20,0.00019729014379613958,20
91,3.0,error_r_20,0.0011774685577741791,20
92,3.0,error_r_20,0.18408214264568393,20
93,3.0,error_r_20,0.14481626227465277,20
94,3.0,error_r_20,0.0015937036435212477,20
95,3.0,error_r_20,0.022704486930625423,20
96,3.0,error_r_20,0.017137390708378216,20
97,3.0,error_r_20,0.05489882863865262,20
98,3.0,error_r_20,0.014797334652160227,20
99,3.0,error_r_20,0.03146144857645758,20
100,3.0,error_r_20,0.07945720648166682,20
101,3.0,error_r_20,0.06360704633906955,20
102,3.0,error_r_20,0.09215450435780126,20
103,3.0,error_r_20,0.07440159589772066,20
104,3.0,error_r_20,0.048855439127593915,20
105,3.0,error_r_20,0.1551113891354925,20
106,3.0,error_r_20,0.039257414476046096,20
107,3.0,error_r_20,0.03925741447604548,20
108,3.0,error_r_20,0.43270665376057327,20
109,3.0,error_r_20,0.36911163505292727,20
110,3.0,error_r_20,0.29480649142458343,20
111,3.0,error_r_20,0.03026626909769633,20
112,3.0,error_r_20,0.13857457749648402,20
113,3.0,error_r_20,0.02011768466425785,20
114,3.0,error_r_20,0.00974659398154889,20
115,3.0,error_r_20,0.009100438594254329,20
116,3.0,error_r_20,0.008230919083266793,20
117,3.0,error_r_20,0.051468598470742866,20
118,3.0,error_r_20,0.03673761195677328,20
119,3.0,error_r_20,0.30822691066951835,20
120,3.0,error_r_20,0.23665414544881555,20
121,3.0,error_r_20,0.19136970713828003,20
122,3.0,error_r_20,0.05548480905959873,20
123,3.0,error_r_20,0.01697404667884803,20
124,3.0,error_r_20,0.020635624997151016,20
