,12,11,10,9,8,7,6,4,3,2,1
0,0,0,1,1,1,1,0,0,1,1,1
1,1,0,0,0,1,0,1,1,1,0,0
2,1,1,0,0,1,1,1,1,1,0,1
3,1,0,1,0,1,0,1,1,1,1,0
4,1,1,0,0,0,1,1,1,1,0,0
5,1,1,1,0,0,1,1,1,1,1,0
6,1,1,0,0,1,1,1,1,1,0,0
7,1,1,0,0,1,1,1,1,1,0,0
8,1,0,0,0,1,1,1,1,1,0,1
9,1,1,0,0,1,1,1,1,1,0,0
10,1,1,1,0,0,1,1,0,1,1,1
11,1,0,0,0,1,1,1,1,1,0,0
12,1,1,0,0,0,1,0,0,0,0,1
13,1,1,0,0,1,1,1,1,1,0,0
14,0,0,1,1,0,1,0,1,0,1,1
15,1,0,0,0,1,1,1,1,1,0,0
16,1,1,0,0,0,1,1,1,1,0,1
17,1,1,0,0,1,1,1,0,1,0,1
18,1,0,0,0,1,1,1,1,1,0,1
19,0,1,0,1,1,1,0,1,0,0,1
20,1,1,0,0,0,1,1,0,1,0,1
21,0,1,1,1,0,1,1,0,0,1,1
22,1,1,0,0,0,1,0,0,0,0,0
23,1,1,0,0,0,1,1,1,1,0,1
24,1,0,0,0,1,1,1,1,1,0,0
25,1,1,0,0,0,1,1,1,1,0,0
26,0,0,1,1,0,1,0,0,0,1,0
27,1,1,0,0,1,1,0,1,0,0,0
28,1,1,0,0,1,1,1,1,1,0,0
29,1,1,1,0,1,1,1,1,1,1,1
30,1,1,0,0,1,1,1,1,1,0,1
31,1,1,0,0,0,1,1,1,1,0,0
32,1,1,1,1,0,1,1,0,1,1,0
33,1,1,0,0,0,1,1,1,1,0,0
34,1,1,0,0,1,1,1,0,1,0,1
35,1,1,0,0,0,1,1,1,1,0,0
36,1,1,0,0,1,1,1,1,1,0,1
37,1,0,1,0,0,1,0,0,0,1,1
38,0,0,1,1,0,1,0,1,0,1,1
39,1,1,1,0,0,1,1,0,1,1,1
40,1,1,1,0,0,1,1,1,1,1,0
41,0,0,0,1,1,1,0,1,0,1,1
42,1,1,0,0,1,1,1,1,1,0,0
43,1,1,0,0,1,1,0,1,1,0,0
44,1,1,0,0,0,1,1,1,0,0,0
45,1,1,0,0,1,1,1,1,1,0,0
46,1,1,0,0,1,1,1,1,1,0,0
47,1,0,0,0,1,1,1,1,1,0,0
48,0,1,1,1,1,1,0,0,0,1,0
49,1,1,0,0,0,1,0,0,0,0,1
50,0,1,1,1,0,1,1,1,0,1,1
51,1,1,0,0,1,1,1,1,1,0,0
52,1,1,0,0,1,1,1,1,1,0,0
53,1,0,0,0,1,0,0,1,1,0,0
54,1,1,0,0,1,1,1,1,1,0,0
55,1,1,1,0,0,1,1,1,1,1,0
56,1,0,1,0,0,1,0,0,0,1,1
57,1,1,0,0,0,1,1,0,1,0,1
58,1,0,1,1,1,1,0,0,1,1,0
59,1,1,0,0,0,1,1,1,1,0,0
60,0,1,0,1,1,1,0,0,0,0,1
61,1,1,0,0,1,1,1,1,1,0,0
62,1,1,0,0,1,1,1,1,1,0,0
63,0,0,1,1,1,1,0,1,0,1,1
64,1,1,1,0,0,1,1,1,1,1,1
65,1,1,0,0,0,1,1,1,1,0,1
66,1,1,0,0,1,1,0,0,0,0,1
67,1,1,0,0,1,1,1,0,1,0,0
68,1,0,0,0,0,1,0,0,0,1,1
69,1,1,0,0,0,1,1,1,1,0,0
70,0,1,1,1,1,1,0,1,0,1,1
71,1,1,0,0,1,1,1,1,1,0,0
72,1,1,0,0,1,1,0,0,0,0,0
73,1,1,0,0,1,1,1,1,1,0,0
74,1,1,0,0,0,1,1,0,0,0,1
75,1,1,0,0,0,1,1,0,1,0,1
76,1,1,0,0,0,1,1,0,1,0,0
77,1,1,0,0,1,1,0,1,0,0,0
78,1,1,0,0,1,1,1,1,1,0,0
79,1,0,0,0,1,1,1,1,1,0,0
80,1,1,0,0,0,1,1,0,0,0,0
81,1,1,0,0,1,1,1,0,1,0,1
82,1,1,0,0,1,1,1,1,1,0,0
83,0,0,1,1,1,0,0,0,1,1,0
84,1,0,0,0,1,0,1,1,1,0,0
