,3,2,1,0
0,1,1,1,1
1,0,1,1,1
2,0,1,1,1
3,0,1,1,1
4,0,1,0,1
5,0,1,1,1
6,1,1,1,1
7,0,1,1,1
8,1,1,1,1
9,1,1,1,1
10,0,1,1,1
11,0,1,0,1
12,0,1,1,1
13,0,0,1,1
14,0,1,0,1
15,1,1,1,1
16,0,1,1,1
17,1,0,1,1
18,0,1,0,1
19,0,1,1,1
20,0,1,1,1
21,0,1,1,1
22,0,1,1,1
23,1,1,1,1
24,0,0,1,1
25,1,1,0,0
26,1,0,1,1
27,1,1,1,1
28,1,1,1,1
29,0,0,0,1
30,1,0,1,1
31,0,0,1,0
32,1,1,1,1
33,1,1,1,1
34,1,1,1,1
35,1,1,1,1
36,1,1,1,1
37,0,1,1,1
38,0,1,1,1
39,0,1,0,1
40,1,1,1,1
41,0,1,1,1
42,1,1,1,1
43,0,1,1,1
44,1,1,1,1
45,0,0,1,1
46,0,0,1,1
47,1,0,1,1
48,0,1,0,1
49,0,1,1,1
50,1,1,1,1
51,0,1,1,1
52,0,1,1,1
53,1,1,0,0
54,1,0,0,1
55,0,1,1,1
56,1,1,1,1
57,0,1,1,1
58,1,1,1,1
59,0,1,1,1
60,0,1,1,1
61,0,1,1,1
62,0,1,1,1
63,1,1,1,1
64,1,1,1,1
65,0,1,1,1
66,0,1,1,1
67,1,1,1,1
68,0,1,1,1
69,0,1,1,1
70,0,0,1,1
71,0,0,1,1
72,0,1,1,1
73,0,1,1,1
74,0,1,1,1
75,1,1,1,1
76,0,1,1,1
77,0,1,1,1
78,1,1,1,1
79,0,1,1,1
80,0,1,1,1
81,1,1,1,1
82,0,1,1,1
83,1,1,1,1
84,0,0,1,1
85,0,1,1,1
86,0,1,1,1
87,0,1,1,1
88,1,0,1,1
89,1,1,1,1
90,0,1,0,1
91,0,1,1,1
92,0,1,1,1
93,1,1,1,1
94,0,1,1,1
95,1,0,0,1
96,0,0,1,1
97,1,1,1,1
98,1,1,1,1
99,0,0,1,1
100,0,0,1,1
101,0,1,1,1
102,1,1,1,1
103,0,1,1,1
104,1,1,1,1
105,1,0,1,1
106,0,0,1,1
107,1,1,1,1
108,1,1,0,0
109,1,1,1,1
110,1,1,0,0
111,0,0,0,1
112,1,1,1,1
113,0,1,0,1
114,1,1,0,0
115,0,0,1,1
116,0,1,1,1
117,1,1,1,1
118,1,1,1,1
119,1,1,0,0
120,0,1,1,1
121,0,1,1,1
122,1,1,1,1
123,0,1,1,1
124,1,1,1,1
125,0,1,1,1
126,0,1,1,1
127,0,1,1,1
128,0,0,1,1
129,1,1,1,1
130,0,1,1,1
131,0,1,1,1
132,1,1,1,1
133,1,0,1,1
134,1,1,1,1
135,0,0,1,1
136,1,1,1,1
137,1,1,1,1
138,1,1,1,1
139,0,1,1,1
140,1,1,1,1
141,0,0,1,1
142,1,1,1,1
143,1,1,1,1
144,0,0,1,1
145,1,1,1,1
146,0,1,1,1
147,0,1,1,1
148,0,0,0,1
149,0,1,1,1
150,0,1,1,1
151,0,1,0,1
152,0,1,0,1
153,0,0,0,1
154,1,1,1,1
155,0,0,1,1
156,1,1,1,1
157,1,0,1,1
158,1,0,1,1
159,1,0,1,1
160,1,1,1,1
161,0,1,1,1
162,0,0,1,1
163,1,1,1,1
164,0,1,1,1
165,0,1,1,1
166,0,0,1,1
167,0,1,0,1
168,0,1,1,1
169,0,0,1,1
170,0,1,0,1
171,0,0,1,1
172,0,0,1,1
173,1,1,0,0
174,1,1,1,1
175,1,0,1,1
176,1,1,1,1
177,0,0,1,1
178,1,1,1,1
179,1,1,1,0
180,0,1,1,1
181,1,0,1,1
182,0,0,0,1
183,0,1,1,1
184,0,1,0,1
185,0,0,1,1
186,0,0,1,1
187,0,1,1,1
188,1,0,1,1
189,1,1,1,1
190,1,1,1,1
191,1,0,1,1
192,1,1,1,1
193,1,1,0,0
194,0,1,1,1
195,1,1,1,1
196,0,1,1,1
197,0,1,1,1
198,0,0,1,1
199,1,1,1,0
200,0,1,1,1
201,0,0,1,1
202,0,1,1,1
203,0,1,1,1
204,1,1,0,0
205,0,1,1,1
206,0,1,1,0
207,0,1,1,1
208,0,1,1,1
209,1,0,1,1
210,0,1,1,1
211,0,1,0,1
212,0,1,1,1
213,1,0,1,1
214,0,0,1,1
215,0,0,0,1
216,1,1,0,0
217,1,1,1,1
218,1,0,1,1
219,0,1,1,1
220,1,1,1,1
221,1,1,1,1
222,0,1,1,1
223,0,1,1,1
224,1,1,1,1
225,0,1,1,1
226,1,1,1,1
227,1,1,1,1
228,0,1,1,1
229,0,1,0,1
230,0,1,0,1
231,1,1,1,0
232,1,0,1,1
233,1,1,0,0
234,0,0,0,1
235,0,0,0,1
236,0,1,1,1
237,0,1,1,1
238,0,1,1,1
239,0,1,1,1
240,0,1,1,1
241,1,1,0,0
242,0,1,0,1
243,0,1,1,1
244,0,1,0,1
245,1,0,1,1
246,0,1,1,1
247,0,1,1,1
248,0,0,1,1
249,0,1,1,1
250,1,1,1,1
251,0,1,1,1
252,0,1,1,1
253,0,1,1,1
254,0,1,1,1
255,0,1,1,1
256,0,0,1,1
257,0,1,1,1
258,1,1,1,1
259,0,1,1,1
260,0,1,1,1
261,0,0,1,1
262,1,1,0,0
263,0,1,1,1
264,0,1,1,1
265,0,1,1,1
266,0,1,1,1
267,0,0,0,1
268,1,1,1,1
269,0,1,1,1
270,1,1,1,1
271,1,1,0,0
272,1,1,1,1
273,0,1,0,1
274,0,0,1,1
275,0,1,1,1
276,0,1,1,1
277,0,1,1,1
278,0,1,1,1
279,0,1,1,1
280,0,1,1,1
281,0,1,1,1
282,1,0,1,1
283,0,1,1,1
284,0,1,1,1
285,1,1,0,0
286,0,0,1,1
287,0,1,0,1
288,0,1,1,1
289,1,1,1,1
290,0,1,1,1
291,0,1,1,1
292,0,1,0,1
293,0,0,0,1
294,1,1,1,1
295,0,0,1,1
296,1,0,1,1
297,1,1,1,1
298,0,1,1,1
299,0,1,0,1
300,0,1,1,1
301,0,1,1,1
302,1,1,1,1
303,0,1,1,1
304,1,0,1,1
305,0,0,1,1
306,0,0,1,1
307,0,1,1,0
308,1,0,1,0
309,1,0,1,1
310,1,0,1,1
311,0,0,0,1
312,0,1,1,1
313,0,1,1,1
314,0,1,1,1
315,0,1,0,1
316,1,1,1,1
317,1,1,1,1
318,1,0,1,1
319,0,1,1,1
320,0,1,1,1
321,0,1,1,1
322,0,1,1,1
323,1,1,1,1
324,1,1,1,1
325,0,1,1,1
326,1,0,1,1
327,1,1,1,1
328,1,1,1,1
329,1,1,1,1
330,1,0,1,1
331,0,1,1,1
332,0,1,0,1
333,0,0,1,1
334,1,1,1,1
335,1,0,1,1
336,0,0,1,1
337,1,1,1,1
338,1,1,1,1
339,0,1,1,1
340,0,1,1,1
341,0,1,1,1
342,1,1,1,1
343,0,1,1,1
344,1,1,1,1
345,0,0,0,1
346,0,0,1,1
347,0,0,1,1
348,1,1,1,1
349,0,1,0,1
350,1,1,1,1
351,1,0,1,1
352,0,1,1,1
353,1,0,1,1
354,0,0,1,1
355,1,1,0,0
356,1,1,1,1
357,0,1,1,1
358,0,1,1,1
359,1,0,1,1
360,0,1,1,1
361,1,0,0,1
362,0,1,1,0
363,0,1,1,1
364,0,1,0,1
365,0,1,0,1
366,0,1,1,1
367,0,1,1,1
368,1,0,1,1
369,1,1,1,1
370,0,1,0,1
371,1,1,1,1
372,0,1,0,1
373,1,1,0,0
374,0,1,1,1
375,1,1,1,1
376,0,0,1,1
377,1,1,0,0
378,0,1,1,1
379,0,1,1,1
380,0,0,1,1
381,0,1,1,1
382,0,1,1,1
383,0,1,0,1
384,1,1,1,1
385,0,1,1,1
386,0,1,0,1
387,0,0,1,1
388,0,1,1,1
389,1,1,1,1
390,0,0,1,1
391,1,1,1,1
392,0,1,0,1
393,0,1,1,1
394,0,1,1,1
395,0,1,0,1
396,0,1,1,1
397,0,0,0,1
398,1,1,1,1
399,0,1,1,1
400,1,1,1,1
401,1,1,0,0
402,0,1,1,1
403,0,1,1,1
404,0,0,1,1
405,0,1,1,1
406,1,0,1,1
407,1,1,1,1
408,0,1,1,1
409,1,1,1,1
410,1,1,1,1
411,1,0,0,1
412,0,0,1,1
413,0,1,1,1
414,1,1,1,1
415,1,1,1,1
416,0,1,1,1
417,0,1,1,1
418,1,1,0,0
419,0,0,0,0
