,pns_low,pns_up,num_points,idx,time
0,0.07587187908908774,0.07587187908908774,1,19,3490
1,0.0684382671640234,0.07587187908908774,2,24,6954
2,0.0684382671640234,0.0797358252857853,3,16,10204
3,0.0684382671640234,0.08033381273952175,4,2,12724
4,0.06744140483542926,0.08033381273952175,5,3,16439
5,0.06744140483542926,0.0862048572273848,6,1,19795
6,0.06744140483542926,0.0862048572273848,7,13,22393
7,0.06635589332175476,0.0862048572273848,8,0,24305
8,0.06635589332175476,0.0862048572273848,9,21,27832
9,0.06635589332175476,0.0862048572273848,10,9,31165
10,0.06635589332175476,0.0862048572273848,11,15,32470
11,0.06635589332175476,0.0862048572273848,12,23,36243
12,0.0643199809324693,0.0862048572273848,13,11,39406
13,0.0643199809324693,0.09517252683491284,14,8,41853
14,0.0643199809324693,0.09517252683491284,15,25,44453
15,0.0643199809324693,0.09517252683491284,16,4,47858
16,0.0643199809324693,0.09517252683491284,17,27,53059
17,0.0643199809324693,0.09517252683491284,18,20,55080
18,0.0643199809324693,0.09517252683491284,19,26,56227
19,0.0643199809324693,0.09517252683491284,20,14,62309
