method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,pns_11,pns_12,pns_10,pns_15,pns_16,pns_13,pns_14,pns_19,pns_17,pns_18,time_learn,trajectory_size_19,trajectory_size_18,time_ace,trajectory_size_17,trajectory_size_16,trajectory_size_15,trajectory_size_14,trajectory_size_13,trajectory_size_12,trajectory_size_11,trajectory_size_10,trajectory_size_29,trajectory_size_28,trajectory_size_27,trajectory_size_26,trajectory_size_25,trajectory_size_24,trajectory_size_23,trajectory_size_22,trajectory_size_21,trajectory_size_20,trajectory_size_7,pns_22,trajectory_size_6,pns_23,trajectory_size_9,pns_20,trajectory_size_8,pns_21,pns_26,pns_27,pns_24,pns_25,time_pns,pns_8,pns_9,trajectory_size_1,pns_6,pns_28,trajectory_size_0,pns_7,pns_29,trajectory_size_3,pns_4,trajectory_size_2,pns_5,trajectory_size_5,pns_2,trajectory_size_4,pns_3,pns_0,pns_1
exact_data_based,0.70063,0.78089,false,0.70063,0.78089,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo4_k05_3.uai,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMCC,0.7005727757157914,0.7812529530683562,false,0.7009181729513334,0.7808184505189064,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo4_k05_3.uai,1.0,0.7808184505189064,0.7808787415977595,0.7808534654745443,0.7808709403757845,0.7808656216139834,0.7808611944363838,0.7810755935720876,0.780895603416042,0.7808720190374364,0.7808715893269627,13683.0,300,300,23.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.7808590537214297,300,0.7808650151925904,300,0.7808649411806018,300,0.7808676819108403,0.7809626810777164,0.780861417135393,0.7810406235077635,0.7809546645883347,33.0,0.7809188511041099,0.7808815500235099,300,0.7808687460108431,0.7808617466837898,300,0.7810039923734218,0.7808788584025442,300,0.7808626010799967,300,0.7812529530683562,300,0.7808851331512644,300,0.7808926206323674,0.780894822324513,0.7809000696108499
EMCC,-0.7191765726167598,0.9569659135104,true,0.9542793058577365,0.005904642402150035,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo4_k05_3.uai,0.0,0.25015652005102323,0.43165876689909893,0.47828970080161926,0.008662501819740282,0.16450710928277446,0.7084707323035554,0.19266519425095305,0.9085033246821274,0.005904642402150035,0.6311043564375043,105.0,3,4,6.0,3,2,4,12,2,4,3,3,4,10,2,2,2,4,5,3,4,2,2,0.1467227657077474,2,0.5977216370393157,2,0.8226076563925518,2,0.7066690473382683,0.09054756075634973,0.8091111922679055,0.6730618843217668,0.2856257545229167,14.0,0.2047854593045942,0.36317045817299304,4,0.12767352635398205,0.19588712379144824,3,0.07637338204140469,0.26123383467143113,2,0.25995693740432946,1,0.9569659135104,2,0.024288854107395213,5,0.6334124312891682,0.6315248527710907,0.03246298433861834
EMCC,-0.7168534427896602,0.9614907204198015,true,0.9587914097223398,0.005885568851362818,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo4_k05_3.uai,0.001,0.28166021883184444,0.460760645373946,0.4778533468079457,0.009079870598059868,0.17462965167785915,0.8949469171269051,0.21653330371338564,0.9067748218902258,0.005885568851362818,0.7491703532991347,4721.0,300,300,3.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.14693326658626804,300,0.5969795772883467,300,0.832907808691043,300,0.8107202645080755,0.13087856015027208,0.874207919510819,0.8990906048405217,0.3601168832559448,9.0,0.2960819422084031,0.4413282496392575,300,0.14255197771092848,0.20188612747305057,300,0.08043648703624519,0.27940052359860384,300,0.3160616731723454,300,0.9614907204198015,300,0.026693514331902854,300,0.6338966967735483,0.6429964805762738,0.03423889888808033
EMCC,-0.6113042790702086,0.9774555741208986,true,0.9758714725806172,0.014948310975431159,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo4_k05_3.uai,0.068,0.46376854015845564,0.4601281186395364,0.12800892982300527,0.014948310975431159,0.1843020090155694,0.8841866744913971,0.04852955988155714,0.9071644539330961,0.03743517548153538,0.9774555741208986,7645.0,197,300,3.0,188,300,300,300,300,248,168,249,300,300,175,167,300,252,300,300,144,177,300,0.11535547662968404,300,0.6292044187079926,183,0.7773618602970579,300,0.9108752229442343,0.18376865496460557,0.8437060412836741,0.5227262201461965,0.26191136379956736,7.0,0.07852123279395803,0.38307300515772896,282,0.7886337353852844,0.07825055566045247,300,0.09342451024757287,0.2872564848206815,156,0.21070328659552207,300,0.949778755541432,300,0.1251912319419833,238,0.6089883070565798,0.6173390405358558,0.12318038526132903
EMCC,0.10609364834600887,0.9854289499206363,true,0.984978780789602,0.2790568380094213,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo4_k05_3.uai,0.324,0.6467804285233723,0.5466224843688098,0.5875841308141542,0.2790568380094213,0.37538700384697626,0.9130966965886179,0.5722627817211388,0.8284279987730077,0.3919392192197701,0.9854289499206363,11486.0,300,300,3.0,152,300,300,269,300,214,191,138,252,288,196,300,219,300,295,227,227,300,164,0.630394976079917,300,0.7531270967167422,139,0.7688811747373154,216,0.6555569304171543,0.7860346185312672,0.7139166620948539,0.8542902633525276,0.5973418303094901,7.0,0.5286702476864126,0.3611001313951108,157,0.9085074540302435,0.774050368165812,300,0.5704420776993071,0.5337943482963743,166,0.6003425205469224,300,0.9703040317102158,300,0.36417421991638854,161,0.6127608841761698,0.733038692328831,0.5786451336063443
EMCC,0.029840850316742218,0.7821521853302598,true,0.7024267508455001,0.3078949045458628,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo4_k05_3.uai,0.374,0.5963998413152014,0.5506202102451768,0.5746733315099359,0.3078949045458628,0.36735588333026925,0.674507458755984,0.5080245504755666,0.7821521853302598,0.38691565995040234,0.6966781609167956,11671.0,166,249,5.0,176,211,221,180,213,138,153,147,141,187,152,206,144,206,300,128,126,178,154,0.6299145812021126,268,0.7266805242564979,152,0.7341531118000343,162,0.6494407547443652,0.6260459719508771,0.6273485840583928,0.6538674139039381,0.6004100597684792,8.0,0.4950135320217177,0.3929954658798426,178,0.6721106093881146,0.6327460761924011,209,0.5757598620774745,0.5223669792267813,135,0.5722352729334487,227,0.6911295806761009,213,0.3593136648925636,147,0.5731010057752194,0.5911562039178246,0.5937039338737091
EMCC,0.05395514583725691,0.7974121238561995,true,0.7181518955294901,0.3492308852983263,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo4_k05_3.uai,0.413,0.45333550575990744,0.5468550651973781,0.5545415716384384,0.35353117687784313,0.35286275336269063,0.4291735708010502,0.38336970026815664,0.7721154888792435,0.370879438436155,0.38290787345589183,17332.0,300,300,3.0,177,214,223,170,154,215,167,232,235,188,300,178,300,172,300,300,300,300,278,0.6759491937533282,266,0.7974121238561995,151,0.7383757462656337,157,0.6974033433456567,0.3804636639067285,0.7020183564126943,0.4587093874480763,0.6326555287524688,8.0,0.40139647057238553,0.4298549054426121,154,0.3492308852983263,0.4727640811746917,206,0.5892473262793919,0.5700765898636169,154,0.4972664718667385,228,0.473958797280428,177,0.35622316868736836,190,0.4465915486501111,0.3532078621573846,0.3916094636179489
EMCC,0.7006092317897915,0.7814770720588364,true,0.701087497405529,0.7808594887477713,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo4_k05_3.uai,0.918,0.7809702719433395,0.7808704517365962,0.7809582762040677,0.7808754774574955,0.7808656155335301,0.7808710276156478,0.7809169900607186,0.7808706757149498,0.7808740357611801,0.7808688848766325,28324.0,300,300,3.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.7809355496986603,300,0.7814717790037702,300,0.7808594887477713,300,0.7808959636479214,0.7811197327009624,0.780871149767154,0.7810042345094049,0.7809258248026427,7.0,0.7808966318247249,0.780866313584621,300,0.7808995190608552,0.7814770720588364,300,0.7809877805371375,0.7808672869347008,300,0.7809610741485938,300,0.7810016659901218,300,0.7808809435799049,300,0.7808705496249658,0.780865544226005,0.7809269019399678
EMCC,0.7005912437992134,0.781345357172117,true,0.7009885835430613,0.7808400903060664,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo4_k05_3.uai,0.943,0.7809029312845578,0.78087202030261,0.7808986731154443,0.7808800096902313,0.7808681244998581,0.780863204269636,0.7809575958740134,0.7808555439348841,0.7808702428756034,0.7808790044495646,32771.0,300,300,3.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.7808555656547055,300,0.781345357172117,300,0.7808573683138617,300,0.7809015102544475,0.7810333316558251,0.7808574317723733,0.7808608999558888,0.7809481582154104,8.0,0.7809136202079989,0.7808400903060664,300,0.7808814155073223,0.7812554073078177,300,0.7810525901898878,0.7808574608050283,300,0.7809664542349288,300,0.7809787050116669,300,0.7808947259563861,300,0.7808777809113839,0.7808654836626975,0.780964871540695
EMCC,0.7005912437992134,0.781345357172117,true,0.7009885835430614,0.7808400903060664,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo4_k05_3.uai,1.0,0.7809029312845578,0.78087202030261,0.7808986731154443,0.7808800096902313,0.7808681244998581,0.780863204269636,0.7809575958740134,0.7808555439348842,0.7808702428756034,0.7808790044495646,35157.0,300,300,3.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.7808555656547055,300,0.781345357172117,300,0.7808573683138617,300,0.7809015102544475,0.7810333316558251,0.7808574317723733,0.7808608999558887,0.7809481582154105,7.0,0.7809136202079989,0.7808400903060664,300,0.7808814155073223,0.7812554073078177,300,0.7810525901898878,0.7808574608050285,300,0.7809664542349288,300,0.7809787050116669,300,0.7808947259563861,300,0.7808777809113839,0.7808654836626975,0.780964871540695
