method,ace_l,pns_u,selector,ace_u,pns_l,model_path,ps1,pns_11,pns_12,pns_10,pns_15,pns_16,pns_13,pns_14,pns_19,pns_17,pns_18,time_learn,trajectory_size_19,trajectory_size_18,time_ace,trajectory_size_17,trajectory_size_16,trajectory_size_15,trajectory_size_14,trajectory_size_13,trajectory_size_12,trajectory_size_11,trajectory_size_10,trajectory_size_29,trajectory_size_28,trajectory_size_27,trajectory_size_26,trajectory_size_25,trajectory_size_24,trajectory_size_23,trajectory_size_22,trajectory_size_21,trajectory_size_20,trajectory_size_7,pns_22,trajectory_size_6,pns_23,trajectory_size_9,pns_20,trajectory_size_8,pns_21,pns_26,pns_27,pns_24,pns_25,time_pns,pns_8,pns_9,trajectory_size_1,pns_6,pns_28,trajectory_size_0,pns_7,pns_29,trajectory_size_3,pns_4,trajectory_size_2,pns_5,trajectory_size_5,pns_2,trajectory_size_4,pns_3,pns_0,pns_1
exact_data_based,-5.018391840139191E-7,0.011127365425968,false,-5.018391840139191E-7,0.011127365425968,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo5_k05_0.uai,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMCC,2.724160277911558E-7,0.011905770684054719,false,9.829189587612364E-6,0.010954927935507187,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo5_k05_0.uai,1.0,0.011005065066286752,0.010982703388362932,0.010959760462010372,0.010976980226173348,0.010987675206122791,0.010973703275060913,0.010989345906186856,0.01097532061393191,0.01114907111674096,0.010993975043603285,54611.0,300,300,19.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.010954927935507187,300,0.011033542455915035,300,0.011031798748349756,300,0.01097453189812006,0.010986961493364823,0.010959536417534745,0.010959538360991273,0.011055189093797838,45.0,0.011041997806377442,0.010978664505975287,300,0.010982255723929394,0.011905770684054719,300,0.011081655622643249,0.011051352779683204,300,0.011671935711268008,300,0.011001098121878144,300,0.010978663105442989,300,0.010959527751617343,0.010991829754883636,0.010989407765574409
EMCC,-0.032294776893599664,0.35170309374309894,true,0.16532310764391422,1.8244142740531463E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo5_k05_0.uai,0.0,1.8244142740531463E-4,0.03217751284023977,1.8727854066958346E-4,0.0061858833190029765,0.010174447335432425,0.22618721981991888,0.012371210134256733,0.021617754813028228,0.05020992703337045,0.35170309374309894,218.0,7,13,6.0,2,17,3,4,3,6,12,3,26,6,19,1,5,4,6,10,5,6,9,0.004727770679577565,4,0.03342186212784412,6,0.0365305075517999,11,0.02789581287160664,0.0013994632100874083,4.5381700946496085E-4,0.01531941997483158,0.05606316108911792,18.0,0.012335744982496174,0.11096969228261917,4,0.0014250969962530367,0.059273099460207604,2,0.06620251540784612,1.8831324414683985E-4,11,0.17409574704711545,9,0.17779629646098533,1,0.22478476847118917,3,0.021958795321158197,0.010414910425961888,0.010364170495222235
EMCC,-0.044128280848456436,0.2056872844269712,true,0.09779516469394006,1.5050350545190477E-5,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo5_k05_0.uai,0.09,0.004784385814601464,0.02705387656407849,0.0018285633312721886,0.006577568805048972,0.00820981447386974,0.15682336603737365,0.022983201432914373,0.010026868223718767,0.04625842642360791,0.14768258211972468,24553.0,300,300,4.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.061069211888434914,300,0.0207650658248388,300,0.0520788804026706,300,0.012362233104505668,0.0014561978985176056,1.5050350545190477E-5,0.032177696693473985,0.044294045145968984,14.0,0.01564078259652626,0.04272662329756863,300,0.001306867147229589,0.008404227220982666,300,0.2056872844269712,0.012602058500616225,300,0.011810648894145185,300,0.055828932155954324,300,0.19059014507760932,300,0.04842702530073557,0.0076381519168987454,0.0036478031694208877
EMCC,-0.07021337361601926,0.23127827924668423,true,0.06459558722763781,5.805355016579036E-4,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo5_k05_0.uai,0.093,0.014608264624260757,0.019206543855362516,0.012419697288545953,0.01924112346666711,0.007088382073832237,0.0018614785868520671,0.029681786448773284,0.03219309784391314,0.07550783550013708,0.11357881845935401,34079.0,300,300,4.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.03934103903793807,300,0.016935238148096797,300,0.0850490428782335,300,0.022608312175598375,0.005532844925370642,5.805355016579036E-4,0.001643320153020363,0.0023028853993571023,12.0,0.06450960992383005,0.06347353146597662,300,0.01411050679151144,0.009924418996847286,300,0.2063423553003886,9.594567695204578E-4,300,0.02428286997324424,300,0.08005500613503,300,0.23127827924668423,300,0.03420198938441746,0.016907592520230705,0.02080730974202067
EMCC,-0.09138229307663392,0.12012040940105133,true,7.623700246146559E-4,0.0027757979426238388,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo5_k05_0.uai,0.22,0.006875974726088837,0.006837674024810208,0.018007869231474148,0.018396268237173344,0.006383961834045675,0.0027757979426238388,0.022113892014157713,0.020298939433430675,0.007772796159736779,0.020121659540815618,53818.0,300,300,4.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.08746509033254149,300,0.008237912695893624,300,0.04970110280547075,300,0.045938758674087934,0.005827423719913412,0.007602413668943063,0.004523883662106146,0.0033197923742330627,12.0,0.0274384391708782,0.04517612706863246,300,0.00914695405365453,0.018142546682634687,300,0.1171080716500885,0.007113508804410579,300,0.006663552260753979,300,0.025160650355176638,300,0.12012040940105133,300,0.007143125978909848,0.0160427156137636,0.013084125076552452
EMCC,-0.13194321718731994,0.01708618767569395,true,1.7425763342099332E-5,0.005003749053539477,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo5_k05_0.uai,0.247,0.006425133281997726,0.006026242879125934,0.0052985713595833815,0.009044111829519984,0.005700532271030116,0.008417848628011029,0.007316557239724983,0.0075243403027128244,0.00628539802100783,0.006511398781123555,67484.0,300,300,4.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.008547041936045063,300,0.005582305015478493,300,0.00548282943787523,300,0.007256777261111298,0.005857751393993125,0.007110065359612726,0.005987296289966613,0.005785991144395126,12.0,0.005554386324723496,0.008398928693981983,300,0.005958738560974635,0.01708618767569395,300,0.008392563713079441,0.005252127917483204,300,0.007870165991810283,300,0.0076515219588002715,300,0.006319560283704987,300,0.005947089388364719,0.007402314257436652,0.005003749053539477
EMCC,-0.007875320690599819,0.08561915457760463,true,0.0016265830359291078,0.006680125422042795,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo5_k05_0.uai,0.292,0.02690548850048789,0.00974630420624275,0.01430542826998398,0.006719817574972739,0.011053693737211188,0.011646293226798256,0.008559911752468053,0.014683649277552367,0.011348329308762246,0.006680125422042795,88304.0,300,300,3.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.009934126503911225,300,0.008352628050164124,300,0.010846719539523018,300,0.014878295196703776,0.00865779493123862,0.00857841818657874,0.008644916232252662,0.009790675975320401,12.0,0.01262918044334756,0.016007198536062067,300,0.08561915457760463,0.01454587246326487,300,0.013634852972390522,0.01119542906872402,300,0.009643221699762602,300,0.013950387539582255,300,0.0115859078200325,300,0.00852691829948667,0.011867851597042355,0.011994609468652714
EMCC,-0.00119077143057994,0.010288118530450686,true,2.0221062127318E-5,0.00695558447949815,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo5_k05_0.uai,0.301,0.00899734270129417,0.009668819893706784,0.008822224758526797,0.00949659767176091,0.007163494554426371,0.00721895787701022,0.009684899568111995,0.009179019399318974,0.007165263038939933,0.00959787386739568,101999.0,300,300,3.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.007163564500851495,300,0.009705429764459497,300,0.007525596603094462,300,0.00717657083871153,0.00967184116010662,0.00717124127564985,0.009620067905960882,0.00914645113031848,11.0,0.009742361706178912,0.007175428032831315,300,0.007165600045223001,0.00695558447949815,300,0.007167622600776091,0.009699433908448706,300,0.010288118530450686,300,0.00887351943808581,300,0.007161639329551533,300,0.009639606826674918,0.007165311225673583,0.009607996483528851
EMCC,-9.460447632225755E-7,0.010806759298456075,true,9.176958076728692E-6,0.009836485533591267,/root/dev/credici/papers/pgm22/models/synthetic/1000/set4/rand13_mk1_maxDist2_nEndo5_k05_0.uai,0.953,0.0098729894536887,0.009861861259359147,0.009838078835639492,0.009872266389379722,0.009860434064264045,0.009857296512148542,0.009867237199322237,0.009861836809260695,0.009965927770880406,0.009886176832563013,117120.0,300,300,4.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.009836485533591267,300,0.009911459686889584,300,0.009898351002800624,300,0.009848463178250097,0.00986021097557166,0.009841659473539223,0.009839260040377919,0.009908841301061257,11.0,0.009938867240382405,0.009852736067685927,300,0.009856667820157938,0.010806759298456075,300,0.009926532567627067,0.009920579244818971,300,0.010642779136011646,300,0.009877007407093418,300,0.009924832642865433,300,0.00984912191180139,0.009854170259390636,0.009870112319695652
