,5,4,2,1
0,0,1,1,1
1,1,1,1,1
2,0,1,0,1
3,1,0,1,0
4,0,1,1,1
5,1,1,1,1
6,0,1,0,1
7,1,1,1,1
8,1,0,1,0
9,0,0,1,0
10,1,1,0,1
11,0,1,0,1
12,1,0,1,0
13,0,1,0,1
14,1,0,1,0
15,0,1,1,1
16,1,0,1,0
17,1,1,1,0
18,0,1,0,1
19,1,0,0,0
20,1,0,1,0
21,0,1,1,1
22,1,0,1,0
23,0,1,1,1
24,0,1,0,1
25,0,1,0,1
26,0,1,1,1
27,0,1,0,1
28,1,0,1,0
29,1,1,1,0
30,0,1,1,1
31,0,1,1,1
32,0,1,0,1
33,0,1,0,1
34,1,1,1,0
35,0,1,0,1
36,1,0,0,0
37,0,1,1,1
38,0,1,0,1
39,1,0,1,0
40,0,1,0,1
41,1,1,1,0
42,1,0,1,0
43,0,0,0,1
44,1,0,0,0
45,0,0,0,0
46,1,1,1,1
47,1,0,0,0
48,1,0,1,0
49,1,0,1,0
50,0,0,0,0
51,1,0,1,0
52,1,0,1,0
53,1,0,1,0
54,1,0,1,0
55,1,1,0,1
56,0,1,0,1
57,1,0,1,0
58,0,1,1,1
59,1,0,1,0
60,1,0,0,0
61,0,0,1,0
62,0,0,1,0
63,1,1,1,1
64,0,1,1,1
65,0,1,0,1
66,0,1,1,1
67,0,1,0,1
68,0,0,1,0
69,0,1,1,1
70,0,1,0,1
71,1,0,1,0
72,0,1,1,1
73,0,1,0,1
74,0,0,0,1
75,0,1,0,1
76,1,0,0,0
77,1,0,1,0
78,0,1,0,1
79,0,1,1,1
80,0,1,1,1
81,0,1,1,1
82,0,1,0,1
83,1,0,0,0
84,0,1,0,1
85,0,1,1,1
86,1,0,0,0
87,1,0,0,0
88,0,1,0,1
89,0,1,1,1
90,0,1,0,1
91,0,1,0,1
92,1,0,0,0
93,0,1,0,1
94,1,0,0,0
95,1,1,1,1
96,0,1,0,0
97,0,1,1,1
98,1,0,0,0
99,0,1,1,1
100,1,0,1,0
101,0,1,1,1
102,0,1,0,1
103,0,0,1,0
104,0,0,0,1
105,1,0,1,0
106,1,1,1,1
107,0,1,1,1
108,1,0,0,0
109,1,0,0,0
110,1,0,1,0
111,1,0,1,0
112,0,0,0,1
113,1,1,1,1
114,1,1,1,1
115,0,0,0,1
116,0,1,0,1
117,0,1,1,1
118,0,0,1,1
119,0,0,0,1
120,1,1,1,1
121,1,0,1,0
122,1,0,1,0
123,1,1,1,1
124,0,1,0,1
125,1,0,1,0
126,0,0,1,0
127,1,1,1,1
128,1,0,0,0
129,1,0,0,0
130,0,1,1,1
131,0,1,0,1
132,0,1,0,1
133,1,1,1,0
134,0,1,0,1
135,0,1,1,1
136,0,1,0,1
137,0,0,1,0
138,1,1,1,1
139,0,1,0,1
140,0,1,0,1
141,1,0,0,0
142,1,1,1,0
143,0,1,0,1
144,1,0,1,0
145,1,0,1,0
146,0,1,1,1
147,1,0,0,0
148,1,1,0,1
149,0,1,0,1
150,1,0,0,0
151,1,0,0,0
152,1,1,0,1
153,1,0,1,0
154,1,0,0,0
155,1,0,0,0
156,1,0,1,0
157,0,1,1,1
158,0,1,0,1
159,0,1,1,1
160,0,1,0,1
161,0,1,0,1
162,0,1,0,1
163,1,0,1,0
164,0,0,0,0
165,0,1,1,1
166,0,1,1,1
167,0,1,1,1
168,1,1,1,1
169,0,1,0,1
170,0,1,0,1
171,1,0,0,0
172,1,1,0,1
173,0,1,1,1
174,0,1,0,1
175,1,0,1,0
176,0,1,0,1
177,0,1,0,1
178,0,1,0,1
179,1,1,1,1
180,1,0,1,0
181,1,0,0,0
182,1,0,0,0
183,0,1,0,1
184,1,0,1,0
185,0,1,1,1
186,0,1,0,1
187,0,1,0,1
188,1,0,0,0
189,1,0,0,0
190,1,0,1,0
191,1,1,1,0
192,0,1,1,1
193,0,0,1,0
194,1,0,0,0
195,1,1,1,1
196,0,1,0,1
197,1,0,1,0
198,0,1,0,1
199,0,1,0,1
200,1,1,1,1
201,1,0,0,0
202,0,0,1,0
203,1,1,1,1
204,0,1,1,1
205,0,0,1,0
206,1,0,1,0
207,1,1,1,1
208,0,0,0,0
209,1,0,1,1
210,1,1,1,1
211,0,1,0,1
212,1,0,0,0
213,0,1,0,1
214,0,1,1,1
215,0,1,0,1
216,1,0,0,0
217,0,1,0,1
218,0,1,0,1
219,0,1,0,1
220,1,0,1,0
221,1,0,0,0
222,1,0,1,0
223,1,0,1,0
224,1,0,1,0
225,0,1,0,1
226,1,1,1,1
227,0,1,1,1
228,0,1,0,1
229,0,1,0,1
230,0,1,0,1
231,1,1,1,1
232,0,1,0,1
233,1,0,0,0
234,1,0,1,0
235,1,0,1,0
236,1,0,1,0
237,0,1,0,1
238,0,1,0,1
239,0,1,0,1
240,1,0,0,0
241,0,1,0,1
242,0,1,0,1
243,0,1,1,1
244,1,0,1,0
245,1,0,1,0
246,1,0,1,0
247,1,0,0,0
248,0,1,1,1
249,1,0,0,0
250,1,0,1,0
251,1,0,1,0
252,0,1,0,1
253,1,0,0,0
254,1,0,0,0
255,0,1,0,1
256,0,1,1,1
257,0,1,1,1
258,0,1,0,1
259,0,1,0,1
260,0,0,1,1
261,1,0,0,0
262,1,0,1,0
263,1,0,1,0
264,0,1,0,1
265,0,1,1,1
266,1,0,0,0
267,0,1,0,1
268,1,0,0,0
269,0,1,1,1
270,0,0,1,0
271,0,1,1,1
272,0,0,1,0
273,0,1,0,1
274,1,0,1,0
275,1,1,0,1
276,1,0,1,0
277,1,0,0,0
278,0,1,0,1
279,1,1,0,1
280,1,0,0,0
281,1,0,0,0
282,1,0,1,0
283,1,0,0,0
284,1,0,1,0
285,1,0,1,0
286,1,0,1,0
287,1,0,0,0
288,0,1,1,1
289,0,1,0,1
290,1,0,0,0
291,1,1,0,0
292,0,1,1,1
293,1,0,1,0
294,0,0,1,0
295,1,0,1,0
296,1,0,1,0
297,1,0,0,0
298,1,0,1,0
299,0,1,0,1
300,1,0,1,0
301,1,1,0,1
302,1,0,0,0
303,1,0,0,0
304,0,1,1,1
305,1,0,1,0
306,1,0,1,0
307,0,1,1,1
308,0,1,1,1
309,0,1,0,1
310,0,1,0,1
311,1,0,0,0
312,1,0,1,0
313,1,0,0,0
314,0,1,0,1
315,1,0,1,0
316,1,1,1,1
317,0,1,1,1
318,1,0,0,0
319,1,0,1,0
320,0,0,1,0
321,1,0,0,0
322,0,1,0,1
323,1,0,0,0
324,1,1,0,0
325,1,0,0,0
326,1,0,0,0
327,0,1,1,1
328,0,1,0,1
329,1,1,1,1
330,1,0,0,0
331,0,0,1,0
332,1,1,1,1
333,0,1,1,1
334,1,0,0,0
335,1,0,0,0
336,1,0,1,0
337,0,0,1,0
338,0,1,1,1
339,0,1,1,1
340,0,0,0,1
341,1,0,1,0
342,1,0,0,0
343,0,1,0,1
344,1,0,1,0
345,1,0,0,0
346,1,0,1,0
347,1,0,0,0
348,0,1,1,1
349,0,1,0,1
350,1,0,1,0
351,1,0,0,0
352,1,0,1,0
353,1,0,1,0
354,1,1,0,1
355,1,0,1,0
356,0,1,0,1
357,0,1,1,1
358,1,1,1,1
359,0,0,1,0
360,1,1,1,1
361,0,1,0,1
362,0,1,0,0
363,0,1,0,1
364,1,0,1,0
365,0,1,1,1
366,0,1,0,1
367,1,0,1,0
368,0,1,0,1
369,1,1,1,1
370,0,0,1,1
371,0,1,0,1
372,1,0,0,0
373,0,1,0,1
374,0,1,0,1
375,1,1,1,1
376,1,0,1,0
377,1,0,1,0
378,1,0,1,0
379,1,0,0,0
380,0,1,1,1
381,1,1,1,1
382,1,0,0,0
383,1,0,1,0
384,1,0,0,0
385,1,1,1,1
386,1,0,1,0
387,0,1,1,1
388,0,1,1,1
389,1,1,1,1
390,0,1,0,1
391,0,1,1,1
392,1,0,1,0
393,1,0,1,0
394,1,0,0,0
395,1,0,1,0
396,1,0,1,0
397,0,1,0,1
398,1,0,1,0
399,1,0,1,0
400,1,0,0,0
401,0,1,0,1
402,0,1,1,1
403,0,1,1,1
404,1,0,1,0
405,1,0,0,0
406,0,0,1,0
407,0,1,0,0
408,0,1,0,1
409,1,0,0,0
410,0,1,0,1
411,0,1,0,1
412,0,1,1,1
413,1,0,0,0
414,1,1,0,1
415,1,0,0,0
416,1,0,1,0
417,0,0,1,0
418,1,0,1,0
419,0,1,0,0
420,1,0,1,0
421,0,1,0,1
422,0,1,0,1
423,0,1,0,1
424,1,1,0,1
425,0,1,0,1
426,0,1,0,1
427,0,1,1,1
428,0,1,0,1
429,1,0,1,0
430,1,1,1,1
431,1,0,1,0
432,0,1,1,1
433,0,1,1,1
434,1,0,0,0
435,1,0,0,0
436,0,1,0,0
437,1,0,0,0
438,0,1,1,1
439,1,0,1,0
440,1,1,1,1
441,1,0,1,0
442,0,1,1,1
443,1,0,1,0
444,0,1,1,1
445,0,0,1,1
446,0,1,1,1
447,1,1,1,1
448,1,0,1,0
449,1,0,1,0
450,0,1,1,1
451,0,0,1,0
452,0,1,0,1
453,1,0,1,0
454,1,0,1,1
455,0,1,0,1
456,1,0,1,0
457,0,1,0,1
458,0,1,0,1
459,0,0,1,0
