0,0,0,1,1,1,1
1,0,1,0,1,1,1
2,0,0,1,1,1,1
3,1,1,1,1,1,1
4,1,1,1,1,1,1
5,0,0,1,1,1,1
6,0,0,1,1,0,0
7,0,1,1,1,1,1
8,1,1,1,1,1,1
9,0,0,1,1,0,0
10,0,1,1,1,0,0
11,0,1,1,1,0,0
12,0,1,1,1,1,1
13,1,1,1,1,1,1
14,0,1,1,1,1,1
15,0,1,0,1,0,0
16,0,1,0,1,1,0
17,1,1,0,1,1,1
18,0,1,1,1,1,1
19,0,0,1,1,0,0
20,0,1,1,1,1,1
21,0,1,1,1,1,0
22,0,0,1,1,1,1
23,0,1,1,1,1,1
24,0,0,1,1,1,1
25,0,1,1,1,1,1
26,0,1,1,1,1,1
27,0,1,1,1,1,0
28,1,1,1,1,1,1
29,0,1,1,1,1,1
30,1,1,1,1,1,1
31,0,1,1,1,1,1
32,1,1,0,1,1,1
33,0,1,1,1,1,0
34,1,1,1,1,1,1
35,0,1,0,1,1,0
36,0,1,1,1,1,1
37,0,1,1,0,0,0
38,1,1,1,1,1,1
39,0,0,1,1,1,1
40,0,1,1,1,1,1
41,1,1,0,1,1,1
42,0,1,1,1,1,1
43,0,0,1,1,0,0
44,0,0,1,1,1,0
45,0,0,1,1,1,1
46,0,1,1,1,1,1
47,0,1,1,1,1,1
48,1,1,1,1,1,0
49,0,0,1,1,1,0
50,0,1,1,1,1,1
51,0,0,1,0,0,0
52,0,1,1,1,1,1
53,0,1,1,1,0,0
54,0,1,1,1,1,1
55,1,1,1,1,0,0
56,0,1,1,1,1,0
57,0,0,1,1,1,1
58,0,1,1,1,0,0
59,1,1,1,1,1,1
60,0,0,1,1,1,1
61,0,1,0,1,1,1
62,0,0,1,1,1,0
63,0,1,1,1,1,0
64,0,1,1,1,0,0
65,0,1,1,1,0,0
66,0,1,1,1,1,1
67,0,0,1,1,1,0
68,0,1,1,1,1,1
69,0,0,1,1,1,1
70,0,1,1,1,1,1
71,1,1,0,1,1,0
72,0,0,1,1,1,0
73,0,0,1,1,0,0
74,1,1,1,1,1,1
75,0,1,1,1,0,0
76,0,0,1,0,1,1
77,0,1,1,1,1,0
78,0,0,1,1,1,1
79,0,1,1,1,0,0
80,0,1,1,1,1,1
81,0,0,1,1,1,1
82,0,1,0,1,0,0
83,1,1,1,1,0,0
84,1,1,1,1,0,0
85,0,0,1,1,1,0
86,0,1,1,1,1,0
87,0,1,1,1,1,0
88,0,0,1,1,1,1
89,0,0,1,1,1,1
90,0,1,1,1,1,1
91,0,1,1,1,1,1
92,1,1,0,1,0,0
93,0,1,1,1,0,0
94,1,0,1,1,1,0
95,0,0,1,1,0,0
96,0,1,1,1,1,1
97,0,0,1,1,0,0
98,1,1,1,1,0,0
99,0,1,0,1,0,0
100,0,0,1,1,1,1
101,0,1,1,1,1,1
102,0,0,1,1,1,1
103,0,1,1,1,1,1
104,1,1,1,1,1,1
105,0,1,1,1,1,1
106,1,1,1,0,0,0
107,1,1,1,1,1,0
108,1,1,1,1,1,1
109,0,1,1,1,1,1
110,0,1,1,1,1,1
111,0,1,1,1,1,0
112,0,0,1,1,1,1
113,0,0,1,1,1,1
114,0,1,1,1,0,0
115,0,0,1,1,1,1
116,0,1,1,1,1,1
117,0,0,1,1,1,1
118,0,1,1,1,0,0
119,1,1,1,1,1,0
120,1,1,1,1,0,0
121,0,1,1,1,1,0
122,0,1,1,1,1,0
123,1,1,0,1,1,0
124,0,0,1,1,1,1
125,0,0,1,1,1,1
126,0,1,1,1,1,1
127,1,1,1,1,1,1
128,0,1,1,1,1,1
129,0,0,1,1,1,0
130,0,1,1,1,1,1
131,0,1,1,1,1,0
132,0,0,1,1,1,1
133,0,0,1,1,1,1
134,0,0,1,1,0,0
135,0,1,1,1,1,1
136,1,1,1,1,1,0
137,0,0,1,1,1,1
138,1,1,1,1,1,0
139,1,1,1,1,1,0
140,0,0,1,1,1,1
141,0,1,0,1,1,0
142,0,1,1,1,1,1
143,0,1,1,1,1,1
144,0,1,1,1,1,1
145,0,0,1,1,1,1
146,0,1,1,1,1,1
147,0,0,1,1,1,0
148,1,1,1,1,0,0
149,0,1,1,1,1,1
150,0,1,1,1,1,0
151,0,1,1,1,1,1
152,0,1,0,1,0,0
153,1,1,1,1,1,0
154,0,1,1,1,1,0
155,0,0,1,1,1,0
156,0,0,1,1,1,1
157,0,1,1,1,1,0
158,0,1,1,1,1,0
159,0,1,1,1,1,1
160,1,1,1,1,1,1
161,0,0,1,1,1,1
162,0,1,1,1,0,0
163,0,1,1,1,1,1
164,0,0,1,1,1,1
165,0,0,1,1,1,0
166,1,1,1,1,1,1
167,0,0,1,1,0,0
168,0,1,1,1,1,1
169,0,1,1,1,0,0
170,0,1,1,1,1,0
171,0,0,1,1,1,1
172,1,1,1,1,0,0
173,1,1,1,1,1,1
174,0,1,0,1,1,0
175,1,1,1,1,1,1
