,8,7,6,5,4,3,2,1,0
0,0,0,0,1,1,0,0,0,0
1,1,0,0,1,1,0,0,1,0
2,1,0,1,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0,0
4,0,0,1,1,0,1,0,1,0
5,1,0,0,0,0,0,0,1,0
6,0,0,0,1,1,1,0,0,1
7,1,0,0,1,1,1,0,1,0
8,0,0,0,1,1,1,1,1,0
9,1,0,0,0,0,1,0,1,0
10,0,0,0,1,1,1,0,1,1
11,0,0,1,1,1,0,0,0,1
12,0,0,0,1,1,1,0,0,0
13,0,0,0,1,1,1,0,1,0
14,1,0,0,0,0,1,1,1,0
15,1,0,0,1,0,0,1,1,0
16,1,0,0,0,0,0,0,0,0
17,1,0,0,0,0,1,0,1,0
18,0,1,1,0,1,0,0,0,0
19,1,0,0,0,0,0,1,1,1
20,0,1,1,1,1,1,1,1,1
21,0,0,0,1,1,1,0,0,1
22,1,0,0,1,1,1,0,1,0
23,1,0,0,0,1,1,0,0,0
24,0,0,0,1,1,1,0,1,0
25,0,0,0,0,0,1,0,1,0
26,1,0,0,0,0,0,0,1,0
27,0,1,0,0,1,1,1,1,1
28,1,0,0,1,1,1,0,0,1
29,1,0,0,1,1,1,0,1,1
30,1,0,0,1,1,0,1,1,0
31,1,1,1,1,1,0,0,1,0
32,1,0,0,0,0,1,1,1,0
33,0,0,0,0,0,1,0,1,0
34,1,1,1,0,0,0,1,1,0
35,0,0,0,0,0,1,0,1,0
36,1,0,0,0,1,1,0,1,0
37,0,0,1,1,0,1,0,0,0
38,0,0,0,0,1,1,1,1,1
39,1,0,1,0,0,0,0,1,0
40,1,0,0,0,0,1,0,1,0
41,1,0,0,1,1,0,1,1,1
42,0,0,0,0,0,1,0,1,0
43,1,0,0,1,1,0,1,1,1
44,1,0,0,0,1,1,0,0,0
45,0,1,1,0,0,1,1,1,0
46,0,0,0,1,1,1,0,0,1
47,0,0,0,0,0,1,0,1,0
48,0,0,0,1,1,0,1,0,1
49,1,0,0,0,0,1,0,1,0
50,1,1,1,1,1,1,0,0,1
51,1,0,0,0,1,1,1,0,0
52,1,0,0,1,1,0,0,0,0
53,0,0,0,0,1,1,0,0,0
54,0,0,1,1,0,0,0,0,0
55,1,0,0,0,0,0,0,1,0
56,0,1,0,1,1,0,0,0,0
57,1,1,1,0,0,0,0,1,0
58,1,0,1,0,0,0,1,1,0
59,1,0,0,1,1,1,0,0,0
60,0,0,0,0,1,1,0,1,0
61,1,0,0,0,0,1,0,1,0
62,1,0,0,1,1,1,0,0,0
63,0,0,1,1,1,0,0,0,1
64,1,0,1,0,0,0,0,1,0
65,1,1,1,1,1,0,1,1,1
66,1,0,0,1,1,1,0,1,0
67,1,0,0,0,1,1,0,0,0
68,0,0,0,0,0,1,0,1,0
69,1,0,0,0,0,0,1,1,0
70,1,0,0,1,1,0,0,0,1
71,1,0,0,0,0,1,0,1,0
72,0,0,0,1,1,1,1,0,1
73,0,0,0,0,0,1,0,1,0
74,1,1,1,0,0,0,0,1,0
75,1,0,0,0,0,0,0,1,0
76,0,0,0,1,1,1,0,0,1
77,0,0,0,0,0,1,0,1,0
78,0,1,1,1,1,1,1,1,1
79,0,0,0,0,0,1,0,1,0
80,0,0,0,0,1,0,0,0,0
81,1,1,0,0,0,1,0,0,0
82,1,1,1,1,1,0,1,1,1
83,0,0,0,0,0,1,1,1,1
84,1,0,0,1,1,1,0,0,0
85,1,1,0,0,0,0,0,1,0
86,1,0,0,0,0,1,1,1,0
87,1,0,0,0,0,0,0,1,0
88,1,0,1,0,0,0,0,1,0
89,1,1,1,0,0,1,0,0,0
90,0,1,1,1,1,0,0,0,0
91,0,0,0,0,0,1,1,1,0
92,1,0,0,0,0,1,0,1,0
93,1,0,0,1,1,1,0,0,1
94,1,0,0,0,0,0,0,1,0
95,0,0,0,1,1,0,0,0,1
96,1,0,0,1,1,1,0,0,0
