,9,8,7,6,5,4,3,2,1,0
0,1,1,1,0,1,1,1,1,0,1
1,1,0,1,0,1,1,0,1,0,1
2,1,0,0,0,1,0,0,0,1,1
3,1,1,1,0,0,0,1,1,0,1
4,1,0,1,1,1,1,1,1,0,1
5,0,0,0,1,1,1,1,1,0,1
6,0,1,1,0,1,0,1,1,0,1
7,0,0,1,0,1,0,0,0,0,1
8,1,1,1,0,1,1,1,1,0,1
9,1,0,0,1,1,1,1,1,0,1
10,0,0,0,1,1,0,0,0,1,1
11,0,1,1,0,1,1,1,1,0,1
12,0,0,0,1,1,1,1,1,0,1
13,0,1,1,1,1,0,1,1,0,1
14,1,1,1,0,0,0,1,1,0,1
15,0,0,0,1,1,1,1,1,0,1
16,0,0,0,1,1,0,0,0,0,1
17,0,0,0,1,1,0,0,1,1,1
18,1,0,0,0,1,1,1,1,0,1
19,1,0,0,0,1,1,1,1,0,1
20,0,1,1,0,0,1,1,1,0,1
21,1,1,0,1,1,1,1,1,0,1
22,1,0,0,0,1,1,1,1,0,1
23,0,0,0,1,1,0,1,1,0,1
24,1,1,1,0,1,0,1,1,0,1
25,1,1,1,0,1,0,1,1,0,0
26,0,1,1,0,1,1,1,1,0,0
27,0,1,1,0,1,1,1,1,0,1
28,0,0,0,1,1,0,1,1,0,1
29,1,0,0,1,1,1,1,1,0,1
30,1,1,1,0,1,1,1,1,0,1
31,0,1,1,0,0,1,1,1,0,1
32,0,0,0,1,1,0,0,1,0,1
33,1,1,0,0,1,0,0,0,1,1
34,1,1,1,0,0,0,0,0,0,1
35,0,1,1,0,1,0,1,1,0,1
36,1,0,0,1,1,0,1,1,0,1
37,0,0,0,1,1,1,1,1,0,1
38,0,1,1,0,1,1,0,1,0,1
39,0,1,1,0,0,0,0,1,0,1
40,0,0,0,1,1,0,1,1,0,1
41,0,1,1,0,1,1,1,1,0,1
42,1,0,0,1,1,0,1,1,0,1
43,0,1,1,0,1,0,0,0,0,1
44,1,0,0,1,1,1,1,1,0,1
45,0,1,1,0,1,1,1,0,0,1
46,0,0,0,0,1,1,1,1,0,1
47,1,0,0,1,1,1,1,1,0,0
48,0,1,1,0,1,0,1,1,0,1
49,0,1,1,0,1,0,1,1,0,1
50,0,1,1,0,0,0,0,0,0,1
51,0,0,0,1,1,1,1,1,0,1
52,1,0,0,0,0,1,1,1,0,1
53,0,1,1,0,1,0,0,0,0,1
54,0,1,1,0,1,0,0,0,1,1
55,0,1,1,0,0,0,1,1,0,1
56,1,1,1,0,1,0,1,1,0,1
57,1,0,1,0,0,1,1,1,1,1
58,0,1,0,1,1,0,1,1,0,1
59,0,1,1,0,0,0,1,1,0,1
60,0,1,1,0,0,0,1,1,0,1
61,0,1,1,0,1,0,1,1,0,1
62,0,1,1,0,1,0,0,0,1,1
63,1,1,1,1,1,0,1,1,0,1
64,0,1,1,0,1,0,1,1,0,1
65,1,1,1,0,0,0,0,0,1,0
66,1,0,0,0,1,1,1,1,0,1
67,1,0,0,1,1,1,1,1,0,1
68,1,0,1,0,1,0,0,0,0,0
69,1,1,1,0,1,0,0,0,0,1
70,1,0,0,1,1,0,1,1,0,1
71,1,1,1,0,1,0,1,1,0,1
72,0,1,0,0,1,0,1,1,0,1
73,0,1,1,1,1,0,1,0,1,0
74,1,1,1,0,1,0,1,1,0,1
75,1,1,1,0,1,0,0,0,1,1
76,1,1,1,0,0,0,1,1,0,1
77,1,1,1,0,1,0,1,1,0,1
78,0,1,1,0,0,0,1,1,0,1
79,0,1,1,0,1,1,1,1,0,1
80,0,1,0,1,1,0,1,1,0,1
81,1,1,1,0,1,0,0,0,0,1
82,0,0,1,0,1,0,1,1,0,1
83,1,0,0,1,1,0,0,0,1,1
84,0,1,1,0,1,0,0,1,0,1
85,1,1,1,0,1,1,1,1,0,1
86,1,0,0,1,1,0,1,1,0,1
87,1,1,0,1,1,1,1,1,0,1
88,0,1,1,0,1,0,1,1,0,1
89,0,1,1,0,1,1,1,1,0,1
90,0,1,1,0,1,1,1,1,0,1
91,1,0,0,0,1,0,0,1,0,1
92,1,1,0,1,1,0,0,0,1,1
93,0,1,1,0,0,0,0,0,1,1
94,1,0,0,1,1,1,1,1,0,1
95,1,1,1,0,1,0,1,1,0,1
96,0,1,1,0,0,0,1,1,0,1
97,1,0,0,1,1,1,1,1,0,0
98,1,0,1,0,1,0,1,1,0,1
99,0,1,1,0,1,0,1,1,0,1
100,1,1,1,0,0,0,1,1,0,1
101,0,1,0,1,1,0,1,1,0,1
102,0,0,0,1,1,1,1,1,0,1
103,0,1,1,0,1,1,1,1,0,1
104,0,1,1,0,0,1,1,1,0,1
105,0,1,1,0,1,1,1,1,0,0
106,1,0,0,0,1,0,1,1,0,1
107,0,1,1,0,0,0,1,1,0,1
108,0,0,0,1,1,1,1,1,0,1
109,0,1,1,0,0,0,1,1,0,1
110,0,1,1,0,0,0,1,1,0,1
111,1,1,1,0,1,1,1,0,1,1
112,1,1,0,0,1,1,1,1,0,1
113,0,1,1,1,0,0,1,1,0,1
114,1,0,0,1,0,0,0,0,1,1
