,11,10,9,8,7,6,5,3,2,1,0
0,1,1,0,1,1,0,0,0,1,1,1
1,1,1,0,1,1,0,0,1,1,1,1
2,1,0,0,1,0,1,0,1,1,0,0
3,1,0,0,1,0,1,0,0,0,1,0
4,1,0,0,0,1,0,0,1,1,1,0
5,1,0,0,1,0,1,0,1,1,1,0
6,1,1,0,1,1,1,0,1,1,1,0
7,1,0,0,1,1,1,0,0,0,1,0
8,1,1,0,1,0,1,1,0,1,1,0
9,1,0,0,0,0,0,0,0,1,1,0
10,1,1,0,1,1,0,0,0,0,1,1
11,1,1,0,1,1,0,0,0,1,1,0
12,1,0,0,1,1,1,0,0,0,1,0
13,0,1,0,1,0,0,0,0,1,1,0
14,1,1,0,1,1,1,0,0,0,0,1
15,1,1,0,1,0,0,0,0,1,1,0
16,1,1,0,1,1,0,0,1,1,1,1
17,1,1,0,1,0,1,0,0,1,0,0
18,1,0,0,0,1,0,0,1,1,1,0
19,1,1,0,1,1,1,0,1,1,1,0
20,1,1,0,1,0,0,0,1,0,1,1
21,1,1,1,1,1,0,0,1,1,1,0
22,1,1,0,1,0,0,0,1,0,1,1
23,1,0,0,0,1,1,0,1,1,1,0
24,1,1,0,1,1,1,0,1,1,1,1
25,1,1,0,1,0,1,0,1,0,1,0
26,1,1,0,0,1,1,0,0,1,1,1
27,1,0,0,1,1,0,0,0,0,1,0
28,1,1,0,0,1,1,0,1,1,1,1
29,0,1,0,1,0,0,1,1,1,1,1
30,1,1,0,1,1,0,0,0,0,1,1
31,0,1,0,0,0,1,1,1,0,1,1
32,1,0,0,1,1,1,0,1,1,1,0
33,1,0,0,1,1,1,0,0,0,1,0
34,1,1,0,1,1,0,0,0,1,1,1
35,1,1,0,1,1,0,0,1,1,1,1
36,1,0,0,1,0,1,0,0,1,1,0
37,1,0,0,0,0,0,0,1,0,1,0
38,1,0,0,0,0,0,0,1,0,1,0
39,1,0,0,1,0,0,0,0,1,1,0
40,1,0,1,1,0,1,0,1,1,1,0
41,1,0,0,1,0,0,0,1,0,1,0
42,1,0,0,1,0,1,0,0,1,1,0
43,1,1,0,0,0,1,0,0,1,1,1
44,1,1,0,1,1,0,0,1,1,1,1
45,1,0,0,0,1,0,0,1,1,1,0
46,1,0,1,0,0,0,0,1,0,1,0
47,0,1,0,1,1,0,1,1,1,0,1
48,1,0,0,0,0,0,0,1,1,0,0
49,1,1,0,1,1,0,0,1,1,0,1
50,1,0,0,0,0,0,0,1,1,0,0
51,0,0,0,1,0,1,0,0,1,1,0
52,1,0,0,1,0,1,0,1,1,1,0
53,1,0,0,1,1,1,0,1,1,1,0
54,1,1,1,0,0,1,0,0,0,1,1
55,1,0,1,1,1,0,0,1,1,1,0
56,1,1,0,0,0,1,0,1,0,1,1
57,1,1,0,1,1,1,0,1,1,0,0
58,1,0,0,1,1,1,0,1,1,1,0
59,0,1,0,1,1,0,1,1,1,1,1
60,1,1,0,0,1,1,0,0,1,1,1
61,1,1,0,1,1,0,0,1,1,1,1
62,1,0,0,1,1,1,0,0,1,0,0
63,1,0,0,0,0,0,0,0,1,1,0
64,1,0,0,1,1,1,0,0,1,1,0
65,1,1,1,1,1,0,0,0,0,1,1
66,0,1,0,1,1,1,0,0,0,1,0
67,1,0,0,1,1,0,0,0,1,1,0
68,1,0,0,1,1,0,0,1,0,1,0
69,0,1,0,0,1,1,0,1,1,1,1
70,1,1,0,0,0,0,0,1,0,1,0
71,1,0,0,1,1,0,0,1,1,1,0
72,1,0,0,0,0,0,0,0,1,1,0
73,1,0,1,1,0,1,0,1,0,1,0
74,1,0,0,0,1,0,0,1,1,0,0
75,1,0,0,1,0,1,0,1,0,1,0
76,1,1,0,0,1,1,0,1,1,0,1
77,1,1,0,1,1,1,0,0,0,1,0
78,1,1,0,0,1,1,0,0,0,1,1
79,1,0,0,0,0,0,0,1,1,1,0
80,1,1,0,1,1,0,0,1,1,1,1
81,1,0,0,0,1,0,0,1,1,1,0
82,1,0,0,0,1,0,0,0,0,1,0
83,1,1,0,1,1,0,0,1,1,0,1
84,1,0,0,1,0,0,0,0,1,1,0
85,1,1,0,1,0,0,0,1,0,0,1
86,1,1,0,1,1,1,0,1,1,1,1
87,1,0,0,1,0,0,0,1,1,1,0
88,1,0,0,0,0,0,0,0,1,1,0
89,0,1,0,0,0,0,1,0,1,1,0
90,1,1,0,1,1,1,0,0,1,1,0
91,1,0,0,1,0,1,0,1,0,0,0
92,1,0,0,1,1,1,0,1,1,1,0
93,1,1,0,1,0,1,0,1,0,1,0
94,1,1,0,1,0,0,0,1,1,1,1
95,0,1,1,1,0,1,0,0,1,1,0
96,1,0,0,1,0,0,0,0,1,1,0
97,1,0,0,1,0,1,0,0,1,1,0
98,1,1,0,0,0,1,0,0,1,1,1
99,1,0,0,0,1,0,0,1,1,0,0
100,0,1,0,0,0,0,1,1,0,1,1
101,1,0,0,1,0,1,0,0,1,1,0
102,1,1,0,1,1,0,0,0,0,1,1
103,1,1,0,1,1,1,0,1,1,1,0
104,0,1,0,0,0,0,1,1,1,0,0
105,1,0,0,1,0,0,0,0,1,1,0
106,1,1,0,0,1,1,0,1,1,1,1
107,1,1,0,1,1,1,0,0,1,1,0
108,0,1,0,1,1,1,0,0,0,1,0
109,1,1,0,0,1,0,0,1,1,0,0
110,0,1,0,1,1,0,1,1,1,1,1
111,1,1,0,1,1,0,1,0,1,0,1
112,1,0,0,0,1,0,0,1,1,1,0
113,1,1,0,0,0,1,0,1,1,1,0
114,0,0,0,0,1,0,1,0,1,0,0
115,0,1,0,1,0,1,1,1,1,1,0
116,1,1,0,1,0,0,0,1,0,0,1
117,1,0,0,0,1,0,0,1,1,1,0
118,1,1,1,0,1,1,0,1,1,1,1
119,1,1,0,0,1,1,0,0,1,1,1
120,1,0,0,0,1,0,0,1,1,1,0
121,1,0,0,0,1,0,0,0,1,0,0
122,1,0,0,1,1,1,0,1,1,1,0
123,0,1,0,0,1,0,1,0,0,1,0
124,1,0,0,1,1,0,0,1,1,1,0
125,1,0,0,0,0,0,0,1,1,1,0
126,1,0,0,1,1,1,0,1,1,0,0
127,1,1,0,1,1,1,0,1,1,1,0
128,1,1,0,0,0,0,0,1,0,1,0
129,1,0,0,1,1,1,0,1,1,1,0
130,1,0,0,0,1,0,1,1,1,1,0
131,1,1,0,1,0,0,0,1,1,0,0
132,0,0,0,1,0,1,1,1,0,1,0
133,1,1,0,1,0,0,0,1,0,1,1
134,1,0,0,1,0,1,0,1,0,1,0
135,1,1,0,0,0,1,0,1,0,1,1
136,0,1,0,0,0,0,1,1,0,1,0
137,1,1,0,1,1,0,0,0,0,1,1
138,1,1,0,1,1,0,0,1,1,1,1
139,1,1,0,1,1,1,0,1,1,1,0
140,1,0,0,1,0,0,0,1,0,1,0
141,0,0,0,1,0,0,0,1,1,0,0
142,1,0,0,1,1,0,1,1,1,1,1
143,1,0,0,0,0,1,0,1,1,1,0
144,1,0,0,1,0,1,0,0,1,1,0
145,1,0,0,1,0,1,0,1,0,1,0
146,1,0,1,1,1,1,0,1,1,1,0
147,1,1,0,1,1,0,0,1,1,1,1
148,1,1,0,1,1,0,0,1,1,1,1
149,1,1,0,1,0,0,1,1,1,0,1
150,1,1,0,0,1,1,0,1,1,1,0
151,1,0,0,0,0,0,0,0,1,1,0
152,1,0,0,1,0,1,0,0,1,1,0
153,1,0,0,1,1,0,0,0,1,1,0
154,1,1,0,1,1,0,0,1,1,1,1
155,0,1,0,1,0,0,1,1,0,1,1
156,1,1,0,0,1,1,0,1,1,1,1
157,1,1,0,1,0,0,0,0,1,1,1
158,1,0,0,0,1,0,0,1,1,1,0
159,1,0,0,1,1,1,0,0,0,1,0
160,1,1,0,0,1,1,0,1,1,1,1
161,1,1,0,0,0,1,0,1,0,1,1
162,1,0,0,1,0,0,0,0,0,1,0
