,11,10,9,8,7,6,5,3,2,1,0
0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,1,0,1
2,0,0,0,1,1,0,1,0,0,1,0
3,1,0,1,1,0,1,0,0,0,0,1
4,1,1,1,1,1,1,0,1,1,1,1
5,1,0,1,1,0,0,0,1,1,1,1
6,0,0,0,0,1,0,1,0,0,0,0
7,1,0,1,1,0,1,0,1,1,1,1
8,1,0,1,1,1,0,0,1,0,1,1
9,0,1,0,1,1,1,0,1,1,0,0
10,1,0,1,1,0,1,1,1,1,1,1
11,1,0,0,1,0,1,1,0,0,0,1
12,1,0,1,1,0,1,0,1,1,0,1
13,1,0,1,1,0,1,0,0,0,0,1
14,1,0,0,1,0,0,0,1,1,1,1
15,0,0,0,1,1,0,1,0,1,1,0
16,1,0,0,1,0,0,0,0,1,0,1
17,0,0,0,1,1,1,1,0,1,1,0
18,1,0,1,1,1,0,0,1,0,1,1
19,1,0,0,1,1,1,0,0,1,0,1
20,1,1,1,1,1,1,0,1,1,1,1
21,1,0,0,1,0,0,0,1,1,0,1
22,1,1,1,1,1,0,1,1,1,1,1
23,1,0,1,1,1,1,0,0,1,0,1
24,1,1,1,1,1,0,0,1,1,1,1
25,1,1,1,1,1,1,0,1,0,1,1
26,1,0,1,1,0,0,1,1,1,1,1
27,1,0,1,1,0,1,0,1,1,1,1
28,0,0,0,1,1,1,1,0,1,1,0
29,1,1,1,1,1,0,0,1,0,1,1
30,1,0,0,1,1,1,0,0,1,0,1
31,0,1,1,1,1,1,1,1,0,0,0
32,0,1,1,1,1,0,1,1,1,0,0
33,0,0,0,0,1,0,1,1,0,1,0
34,0,0,0,1,1,0,0,0,1,1,0
35,1,0,1,1,0,1,0,1,1,1,1
36,1,1,1,1,1,0,0,1,1,1,1
37,1,0,0,1,0,1,0,1,1,1,1
38,1,0,1,1,1,1,0,0,1,0,1
39,1,0,0,1,1,0,1,0,1,0,1
40,1,1,1,1,1,1,0,1,0,1,1
41,1,0,0,1,0,0,1,0,1,0,1
42,1,0,0,1,0,0,0,1,1,1,1
43,1,0,1,1,0,0,0,0,1,0,1
44,0,0,1,1,1,0,1,0,1,1,0
45,0,1,1,1,1,1,1,1,1,0,0
46,1,0,0,1,1,1,0,0,1,0,1
47,1,0,0,1,0,0,0,1,1,1,1
48,1,1,1,1,1,1,0,1,1,1,1
49,1,0,0,1,1,1,0,0,0,0,1
50,0,0,0,1,1,1,0,1,0,0,0
51,0,1,0,0,1,1,1,1,0,1,0
52,1,0,1,1,1,0,1,0,0,0,1
53,1,0,0,1,0,0,1,0,1,0,1
54,1,0,0,1,0,1,1,0,1,0,1
55,0,0,0,1,1,1,0,0,1,1,0
56,1,0,0,1,0,1,0,0,1,0,1
57,1,1,0,1,1,1,0,0,1,0,1
58,0,0,0,1,1,1,1,0,1,1,0
59,1,0,0,1,0,1,0,0,1,0,1
60,1,0,0,1,1,0,0,0,1,0,1
61,1,0,0,1,0,0,1,0,1,0,1
62,1,0,0,1,0,1,0,1,1,1,1
63,0,0,0,0,1,1,1,0,0,0,0
64,1,0,1,1,0,0,0,1,1,1,1
65,1,0,1,1,0,1,1,0,0,0,1
66,0,0,1,0,1,0,1,0,0,0,0
67,1,1,0,1,1,0,0,1,0,1,1
68,1,1,1,1,1,1,1,1,1,1,1
69,0,1,0,1,1,1,1,1,1,0,0
70,1,0,1,1,0,0,0,1,1,1,1
71,0,0,0,1,1,1,1,0,1,1,0
72,0,0,0,1,1,0,0,0,1,1,0
73,1,0,0,1,1,1,0,0,0,0,1
74,1,0,0,1,0,1,0,1,1,1,1
75,1,0,0,1,1,0,0,0,1,0,1
76,0,0,0,1,1,1,0,0,0,1,0
77,1,0,0,1,0,0,1,0,1,0,1
78,1,1,0,1,0,0,0,0,1,0,1
79,0,1,0,0,1,0,1,1,1,1,0
80,0,0,0,1,1,1,1,0,1,1,0
81,0,0,0,1,1,0,1,0,1,1,0
82,1,0,0,1,0,0,0,0,1,0,1
83,1,0,1,1,1,0,0,0,1,0,1
84,0,0,0,1,1,0,1,0,1,1,0
85,1,0,0,1,0,1,0,1,1,1,1
86,1,0,0,1,0,0,0,1,1,1,1
87,1,0,1,1,1,0,1,0,1,0,1
88,0,0,0,1,1,0,1,0,1,1,0
89,1,0,1,1,1,1,1,0,1,0,0
90,0,0,0,1,1,0,1,0,1,1,0
91,0,0,0,1,1,0,1,0,1,1,0
92,0,0,0,1,1,1,1,0,1,1,0
93,1,0,0,1,0,0,1,1,1,1,1
94,1,0,0,1,0,1,0,1,1,1,1
95,1,0,0,1,1,0,0,0,1,0,1
96,0,0,0,1,1,0,1,0,1,1,0
97,1,0,1,1,0,1,0,1,1,1,1
98,1,1,0,1,1,0,0,1,1,1,1
99,1,0,0,1,0,0,0,0,1,0,1
100,0,1,0,1,1,0,0,1,1,0,0
101,0,0,0,1,1,0,0,0,1,1,0
102,0,1,0,1,1,1,0,1,1,0,0
103,1,0,0,1,0,0,0,0,1,0,1
104,0,0,0,1,1,1,0,0,0,1,1
105,1,0,1,1,0,1,0,1,1,1,1
106,1,0,0,1,1,1,0,0,1,0,1
107,1,0,1,1,0,0,0,1,1,1,1
108,1,1,0,1,0,1,0,0,0,0,1
109,1,1,1,1,1,1,0,1,1,1,1
